target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction
MSTRG.8439	MSTRG.8439	0.015192932	-1.733340818	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000000782	Tcf7	9.78E-21	-1.730606806	protein_coding	protein_coding	Downregulated
ENSMUSG00000102780	Gm38253	0.007026248	-1.727877276	other	other	Downregulated
ENSMUSG00000028003	Lrat	1.85E-09	-1.725776621	protein_coding	protein_coding	Downregulated
MSTRG.22874	MSTRG.22874	0.026241082	-1.72161421	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000028236	Sdr16c5	0.002015599	-1.72125039	protein_coding	protein_coding	Downregulated
ENSMUSG00000028438	Kif24	4.18E-09	-1.719295494	protein_coding	protein_coding	Downregulated
ENSMUSG00000074825	Itpripl1	5.76E-16	-1.718057853	protein_coding	protein_coding	Downregulated
ENSMUSG00000072620	Slfn2	0.001567044	-1.717385712	protein_coding	protein_coding	Downregulated
ENSMUSG00000033906	Zdhhc15	0.00273817	-1.715148347	protein_coding	protein_coding	Downregulated
ENSMUSG00000019737	Syne4	1.31E-05	-1.713341067	protein_coding	protein_coding	Downregulated
ENSMUSG00000047996	Prrg1	0.000141639	-1.708597633	protein_coding	protein_coding	Downregulated
ENSMUSG00000028587	Orc1	1.39E-06	-1.707019003	protein_coding	protein_coding	Downregulated
ENSMUSG00000028702	Rad54l	6.73E-16	-1.704059833	protein_coding	protein_coding	Downregulated
ENSMUSG00000111631	RP23-413J12.1	0.024743986	-1.703785421	other	other	Downregulated
ENSMUSG00000020712	Tcam1	0.017900948	-1.701184073	protein_coding	protein_coding	Downregulated
ENSMUSG00000110148	RP23-106I21.5	0.011797082	-1.70084355	other	other	Downregulated
ENSMUSG00000084797	Gm14321	0.035748612	-1.700198972	lincRNA	lincRNA	Downregulated
ENSMUSG00000037509	Arhgef4	3.42E-05	-1.695940405	protein_coding	protein_coding	Downregulated
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated
ENSMUSG00000022034	Esco2	6.05E-10	-1.69350358	protein_coding	protein_coding	Downregulated
ENSMUSG00000028391	Wdr31	2.91E-07	-1.69334903	protein_coding	protein_coding	Downregulated
ENSMUSG00000026779	Mastl	1.31E-08	-1.690724612	protein_coding	protein_coding	Downregulated
ENSMUSG00000025665	Rps6ka6	1.25E-05	-1.690093269	protein_coding	protein_coding	Downregulated
ENSMUSG00000001520	Nrip2	0.017756566	-1.690067969	protein_coding	protein_coding	Downregulated
mmu-miR-210-5p	mmu-miR-210-5p	0.00784	-1.6857549	miRNA	NA	Downregulated
MSTRG.26808	MSTRG.26808	0.036513468	-1.68471748	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000040543	Pitpnm3	5.33E-05	-1.681864765	protein_coding	protein_coding	Downregulated
ENSMUSG00000030543	Mesp2	1.41E-05	-1.673938873	protein_coding	protein_coding	Downregulated
ENSMUSG00000075611	Gm11545	3.18E-07	-1.666215956	other	other	Downregulated
ENSMUSG00000005360	Slc1a3	5.82E-07	-1.665683236	protein_coding	protein_coding	Downregulated
ENSMUSG00000034303	Ccdc15	2.20E-06	-1.664717385	protein_coding	protein_coding	Downregulated
ENSMUSG00000053414	Hunk	5.45E-24	-1.661712315	protein_coding	protein_coding	Downregulated
mmu-miR-147-3p	mmu-miR-147-3p	0.0305	-1.660408813	miRNA	NA	Downregulated
ENSMUSG00000068101	Cenpm	2.43E-06	-1.659646886	protein_coding	protein_coding	Downregulated
ENSMUSG00000031430	Vsig1	0.045025212	-1.658752089	protein_coding	protein_coding	Downregulated
ENSMUSG00000078773	Rad54b	1.73E-06	-1.657651033	protein_coding	protein_coding	Downregulated
ENSMUSG00000022949	Clic6	0.005132158	-1.657628014	protein_coding	protein_coding	Downregulated
ENSMUSG00000069793	Slfn9	3.87E-05	-1.655901145	protein_coding	protein_coding	Downregulated
ENSMUSG00000051517	Arhgef39	0.000189477	-1.654561053	protein_coding	protein_coding	Downregulated
ENSMUSG00000061607	Mdc1	6.52E-16	-1.651217871	protein_coding	protein_coding	Downregulated
ENSMUSG00000027978	Prss12	1.29E-09	-1.648448842	protein_coding	protein_coding	Downregulated
ENSMUSG00000027326	Knl1	2.14E-05	-1.648124818	protein_coding	protein_coding	Downregulated
ENSMUSG00000035165	Kcne3	0.000109542	-1.638595333	protein_coding	protein_coding	Downregulated
ENSMUSG00000019945	1700040L02Rik	2.64E-07	-1.637105515	protein_coding	protein_coding	Downregulated
MSTRG.31860	MSTRG.31860	0.006123543	-1.634174787	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000003824	Syce2	2.37E-06	-1.63279622	protein_coding	protein_coding	Downregulated
ENSMUSG00000069805	Fbp1	0.035993995	-1.628535921	protein_coding	protein_coding	Downregulated
ENSMUSG00000024525	Impa2	1.54E-06	-1.626412118	protein_coding	protein_coding	Downregulated
ENSMUSG00000033952	Aspm	8.01E-13	-1.625980228	protein_coding	protein_coding	Downregulated
MSTRG.13263	MSTRG.13263	0.046580634	-1.623955516	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000001761	Smo	0.00016996	-1.621861214	protein_coding	protein_coding	Downregulated
ENSMUSG00000074715	Ccl28	5.73E-09	-1.617659485	protein_coding	protein_coding	Downregulated
ENSMUSG00000017607	Tns4	0.000692525	-1.617497751	protein_coding	protein_coding	Downregulated
MSTRG.22880	MSTRG.22880	0.026709757	-1.616726191	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000058290	Espl1	1.79E-10	-1.615388357	protein_coding	protein_coding	Downregulated
ENSMUSG00000034906	Ncaph	8.87E-10	-1.613046466	protein_coding	protein_coding	Downregulated
ENSMUSG00000079685	Ulbp1	0.000151504	-1.612639841	protein_coding	protein_coding	Downregulated
ENSMUSG00000028687	Mutyh	1.21E-06	-1.612002881	protein_coding	protein_coding	Downregulated
ENSMUSG00000035455	Fignl1	1.14E-08	-1.611839608	protein_coding	protein_coding	Downregulated
ENSMUSG00000024905	Mtl5	0.041771422	-1.606688715	protein_coding	protein_coding	Downregulated
ENSMUSG00000026923	Notch1	6.61E-05	-1.606388681	protein_coding	protein_coding	Downregulated
ENSMUSG00000026605	Cenpf	0.000923509	-1.605628339	protein_coding	protein_coding	Downregulated
MSTRG.31595	MSTRG.31595	2.11E-05	-1.604306241	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000078653	Cntd1	0.004126857	-1.603445905	protein_coding	protein_coding	Downregulated
ENSMUSG00000032323	Cyp11a1	0.029713786	-1.602120485	protein_coding	protein_coding	Downregulated
ENSMUSG00000086965	Gm16314	1.98E-08	-1.597929022	protein_coding	protein_coding	Downregulated
ENSMUSG00000026039	Sgol2a	2.48E-09	-1.589042047	protein_coding	protein_coding	Downregulated
ENSMUSG00000027878	Notch2	1.24E-09	-1.587516555	protein_coding	protein_coding	Downregulated
ENSMUSG00000039748	Exo1	7.95E-06	-1.5861099	protein_coding	protein_coding	Downregulated
ENSMUSG00000025574	Tk1	5.41E-08	-1.585482086	protein_coding	protein_coding	Downregulated
ENSMUSG00000022422	Dscc1	0.000438463	-1.583621401	protein_coding	protein_coding	Downregulated
ENSMUSG00000038180	Spag4	0.021648856	-1.582323238	protein_coding	protein_coding	Downregulated
ENSMUSG00000022673	Mcm4	3.61E-07	-1.580702353	protein_coding	protein_coding	Downregulated
MSTRG.27110	MSTRG.27110	0.001103744	-1.578791079	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
MSTRG.20025	MSTRG.20025	0.007552395	-1.577517973	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000106682	Gm42648	0.026072312	-1.576146801	other	other	Downregulated
ENSMUSG00000022033	Pbk	1.90E-08	-1.574662012	protein_coding	protein_coding	Downregulated
ENSMUSG00000046591	Ticrr	7.44E-07	-1.574649751	protein_coding	protein_coding	Downregulated
ENSMUSG00000031629	Cenpu	7.24E-05	-1.573853224	protein_coding	protein_coding	Downregulated
ENSMUSG00000026489	Coq8a	5.06E-09	-1.572798409	protein_coding	protein_coding	Downregulated
ENSMUSG00000022945	Chaf1b	2.61E-05	-1.570203023	protein_coding	protein_coding	Downregulated
ENSMUSG00000006585	Cdt1	1.13E-07	-1.565422228	protein_coding	protein_coding	Downregulated
ENSMUSG00000061533	Cep128	9.56E-05	-1.563538584	protein_coding	protein_coding	Downregulated
ENSMUSG00000026622	Nek2	1.45E-12	-1.562246671	protein_coding	protein_coding	Downregulated
ENSMUSG00000042489	Clspn	7.44E-07	-1.561526897	protein_coding	protein_coding	Downregulated
ENSMUSG00000031821	Gins2	1.81E-09	-1.557959754	protein_coding	protein_coding	Downregulated
ENSMUSG00000001517	Foxm1	1.14E-09	-1.557133096	protein_coding	protein_coding	Downregulated
ENSMUSG00000005410	Mcm5	9.09E-07	-1.55707835	protein_coding	protein_coding	Downregulated
ENSMUSG00000039396	Neil3	9.93E-09	-1.55544007	protein_coding	protein_coding	Downregulated
ENSMUSG00000030825	Hsd17b14	0.034670842	-1.555002349	protein_coding	protein_coding	Downregulated
ENSMUSG00000041406	BC055324	1.44E-05	-1.55261732	protein_coding	protein_coding	Downregulated
ENSMUSG00000023940	Sgol1	1.73E-06	-1.552057692	protein_coding	protein_coding	Downregulated
ENSMUSG00000036863	Syde2	4.39E-13	-1.551094341	protein_coding	protein_coding	Downregulated
ENSMUSG00000051811	Cox6b2	0.018296427	-1.550794018	protein_coding	protein_coding	Downregulated
ENSMUSG00000102011	Gm28930	1.94E-09	-1.550567773	lincRNA	lincRNA	Downregulated
ENSMUSG00000005470	Asf1b	1.35E-12	-1.549782658	protein_coding	protein_coding	Downregulated
ENSMUSG00000026389	Steap3	4.45E-10	-1.546484476	protein_coding	protein_coding	Downregulated
ENSMUSG00000020974	Pole2	1.64E-07	-1.546107709	protein_coding	protein_coding	Downregulated
ENSMUSG00000027715	Ccna2	1.89E-17	-1.54231002	protein_coding	protein_coding	Downregulated
ENSMUSG00000026429	Ube2t	1.03E-08	-1.54075067	protein_coding	protein_coding	Downregulated
ENSMUSG00000111619	RP23-319C8.5	3.53E-09	-1.539043311	other	other	Downregulated
ENSMUSG00000016262	Sertad4	3.81E-05	-1.537238664	protein_coding	protein_coding	Downregulated
ENSMUSG00000039103	Nexn	0.008936065	-1.53484909	protein_coding	protein_coding	Downregulated
ENSMUSG00000019982	Myb	2.97E-05	-1.533608321	protein_coding	protein_coding	Downregulated
ENSMUSG00000038264	Sema7a	8.59E-11	-1.53110032	protein_coding	protein_coding	Downregulated
ENSMUSG00000035606	Ky	6.75E-05	-1.529185189	protein_coding	protein_coding	Downregulated
ENSMUSG00000019917	Sep-10	2.86E-14	-1.529069334	protein_coding	protein_coding	Downregulated
ENSMUSG00000074476	Spc24	8.12E-07	-1.528694443	protein_coding	protein_coding	Downregulated
ENSMUSG00000025758	Plk4	4.75E-08	-1.527304858	protein_coding	protein_coding	Downregulated
ENSMUSG00000026274	Pask	4.95E-07	-1.526012373	protein_coding	protein_coding	Downregulated
ENSMUSG00000037725	Ckap2	2.28E-07	-1.525110827	protein_coding	protein_coding	Downregulated
ENSMUSG00000041064	Pif1	1.89E-09	-1.52397654	protein_coding	protein_coding	Downregulated
ENSMUSG00000097632	4930552P12Rik	0.036960667	-1.522156338	lincRNA	lincRNA	Downregulated
MSTRG.9336	MSTRG.9336	0.000381377	-1.522022335	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000017146	Brca1	2.09E-07	-1.521625827	protein_coding	protein_coding	Downregulated
ENSMUSG00000059149	Mfsd4a	0.011073362	-1.517754056	protein_coding	protein_coding	Downregulated
ENSMUSG00000071103	1700029J07Rik	0.000695873	-1.516723519	protein_coding	protein_coding	Downregulated
ENSMUSG00000030254	Rad18	1.57E-15	-1.51433773	protein_coding	protein_coding	Downregulated
ENSMUSG00000020176	Grb10	8.55E-06	-1.513532742	protein_coding	protein_coding	Downregulated
ENSMUSG00000050379	Sep-06	1.24E-13	-1.512732204	protein_coding	protein_coding	Downregulated
MSTRG.29197	MSTRG.29197	0.003454051	-1.51222695	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000025265	Fgd1	4.65E-09	-1.510588916	protein_coding	protein_coding	Downregulated
ENSMUSG00000020897	Aurkb	3.32E-08	-1.510375245	protein_coding	protein_coding	Downregulated
ENSMUSG00000039994	Timeless	9.83E-05	-1.509604382	protein_coding	protein_coding	Downregulated
ENSMUSG00000032783	Troap	7.44E-07	-1.507034855	protein_coding	protein_coding	Downregulated
ENSMUSG00000042367	Gjb3	2.56E-07	-1.505791078	protein_coding	protein_coding	Downregulated
ENSMUSG00000028527	Ak4	0.020763766	-1.50551725	protein_coding	protein_coding	Downregulated
MSTRG.15852	MSTRG.15852	3.04E-05	-1.504986967	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000025912	Mybl1	0.007485747	-1.499552111	protein_coding	protein_coding	Downregulated
ENSMUSG00000039063	Echdc3	2.51E-05	-1.494571116	protein_coding	protein_coding	Downregulated
ENSMUSG00000020808	Fam64a	0.001398839	-1.494082384	protein_coding	protein_coding	Downregulated
ENSMUSG00000034773	BC030867	3.01E-07	-1.49375205	protein_coding	protein_coding	Downregulated
ENSMUSG00000075610	Tmem92	9.16E-07	-1.493565986	protein_coding	protein_coding	Downregulated
ENSMUSG00000048922	Cdca2	3.23E-10	-1.493203461	protein_coding	protein_coding	Downregulated
ENSMUSG00000030528	Blm	5.58E-07	-1.492565115	protein_coding	protein_coding	Downregulated
ENSMUSG00000032400	Zwilch	3.65E-05	-1.489307697	protein_coding	protein_coding	Downregulated
ENSMUSG00000032113	Chek1	6.48E-09	-1.489212871	protein_coding	protein_coding	Downregulated
ENSMUSG00000073705	Apitd1	0.002038563	-1.48839427	protein_coding	protein_coding	Downregulated
ENSMUSG00000047534	Mis18bp1	3.11E-10	-1.487190631	protein_coding	protein_coding	Downregulated
ENSMUSG00000064109	Hcst	0.019646322	-1.484939818	protein_coding	protein_coding	Downregulated
ENSMUSG00000035365	Parpbp	5.27E-06	-1.483864351	protein_coding	protein_coding	Downregulated
ENSMUSG00000032380	Dapk2	1.15E-06	-1.483827363	protein_coding	protein_coding	Downregulated
ENSMUSG00000020493	Prr11	2.45E-09	-1.483727621	protein_coding	protein_coding	Downregulated
ENSMUSG00000029516	Cit	2.47E-09	-1.48302539	protein_coding	protein_coding	Downregulated
ENSMUSG00000027379	Bub1	4.05E-08	-1.482738158	protein_coding	protein_coding	Downregulated
mmu-miR-449c-5p	mmu-miR-449c-5p	0.0145	-1.481983143	miRNA	NA	Downregulated
ENSMUSG00000027115	Kif18a	2.32E-08	-1.479567408	protein_coding	protein_coding	Downregulated
ENSMUSG00000031004	Mki67	3.86E-08	-1.478704291	protein_coding	protein_coding	Downregulated
ENSMUSG00000016526	Dyrk3	1.37E-08	-1.476799482	protein_coding	protein_coding	Downregulated
ENSMUSG00000031448	Adprhl1	0.02865677	-1.476002573	protein_coding	protein_coding	Downregulated
ENSMUSG00000033763	Mtss1l	0.027037943	-1.474040941	protein_coding	protein_coding	Downregulated
ENSMUSG00000049588	Ccdc69	0.001096065	-1.473679427	protein_coding	protein_coding	Downregulated
ENSMUSG00000021604	Irx4	0.008869956	-1.47291364	protein_coding	protein_coding	Downregulated
ENSMUSG00000020101	Vsir	0.004877646	-1.469512517	protein_coding	protein_coding	Downregulated
ENSMUSG00000034768	Asb16	0.001233168	-1.469378498	protein_coding	protein_coding	Downregulated
ENSMUSG00000028312	Smc2	5.82E-09	-1.468978844	protein_coding	protein_coding	Downregulated
ENSMUSG00000036053	Fmnl2	0.000186334	-1.468660435	protein_coding	protein_coding	Downregulated
ENSMUSG00000029521	Chek2	1.27E-07	-1.468118177	protein_coding	protein_coding	Downregulated
ENSMUSG00000029847	Slc23a4	5.61E-10	-1.466853571	protein_coding	protein_coding	Downregulated
ENSMUSG00000046179	E2f8	5.45E-08	-1.466276186	protein_coding	protein_coding	Downregulated
ENSMUSG00000056394	Lig1	1.17E-08	-1.466234134	protein_coding	protein_coding	Downregulated
ENSMUSG00000026683	Nuf2	6.66E-10	-1.465811988	protein_coding	protein_coding	Downregulated
ENSMUSG00000026355	Mcm6	1.36E-06	-1.464195756	protein_coding	protein_coding	Downregulated
MSTRG.28938	MSTRG.28938	6.65E-05	-1.463990675	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000054659	Pm20d2	2.69E-05	-1.462567142	protein_coding	protein_coding	Downregulated
ENSMUSG00000032555	Topbp1	1.69E-10	-1.460383315	protein_coding	protein_coding	Downregulated
ENSMUSG00000031853	BC021891	4.93E-14	-1.459756094	protein_coding	protein_coding	Downregulated
ENSMUSG00000006494	Pdk1	0.000123694	-1.459175209	protein_coding	protein_coding	Downregulated
ENSMUSG00000037583	Nr0b2	0.04760902	-1.456104287	protein_coding	protein_coding	Downregulated
ENSMUSG00000074039	4930520O04Rik	0.023716483	-1.45485663	other	other	Downregulated
ENSMUSG00000045751	Mms22l	3.52E-06	-1.454047539	protein_coding	protein_coding	Downregulated
ENSMUSG00000057604	Lmcd1	0.000501878	-1.452977009	protein_coding	protein_coding	Downregulated
ENSMUSG00000017499	Cdc6	3.48E-06	-1.452193589	protein_coding	protein_coding	Downregulated
ENSMUSG00000099032	Tcf24	0.032597438	-1.451970257	protein_coding	protein_coding	Downregulated
ENSMUSG00000038742	Angptl6	0.002251476	-1.44998306	protein_coding	protein_coding	Downregulated
MSTRG.11772	MSTRG.11772	0.008117416	-1.449942291	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000040717	Il17rd	6.34E-11	-1.448990613	protein_coding	protein_coding	Downregulated
ENSMUSG00000040274	Cdk6	3.26E-10	-1.446614732	protein_coding	protein_coding	Downregulated
ENSMUSG00000024891	Slc29a2	6.67E-06	-1.446331328	protein_coding	protein_coding	Downregulated
mmu-miR-677-5p	mmu-miR-677-5p	0.0157	-1.445613614	miRNA	NA	Downregulated
ENSMUSG00000051378	Kif18b	3.06E-08	-1.445008695	protein_coding	protein_coding	Downregulated
ENSMUSG00000029101	Rgs12	2.90E-06	-1.444455446	protein_coding	protein_coding	Downregulated
ENSMUSG00000075511	1700001L05Rik	1.30E-11	-1.443387017	lincRNA	lincRNA	Downregulated
ENSMUSG00000055134	9130017K11Rik	4.93E-08	-1.44329805	other	other	Downregulated
ENSMUSG00000051220	Ercc6l	2.92E-09	-1.442676295	protein_coding	protein_coding	Downregulated
ENSMUSG00000019303	Psmc3ip	2.86E-06	-1.442306269	protein_coding	protein_coding	Downregulated
MSTRG.17521	MSTRG.17521	0.011986522	-1.44077132	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated
ENSMUSG00000082163	Gm14276	7.56E-07	-1.439934551	other	other	Downregulated
ENSMUSG00000027699	Ect2	2.93E-13	-1.439070788	protein_coding	protein_coding	Downregulated
ENSMUSG00000078521	Aunip	3.86E-05	-1.438089704	protein_coding	protein_coding	Downregulated
ENSMUSG00000044005	Gls2	2.78E-06	-1.437756204	protein_coding	protein_coding	Downregulated
ENSMUSG00000042213	Zfand4	0.002305061	-1.43768048	protein_coding	protein_coding	Downregulated
ENSMUSG00000019947	Arid5b	1.43E-10	-1.43728035	protein_coding	protein_coding	Downregulated
ENSMUSG00000019992	Mtfr2	1.13E-06	-1.435460433	protein_coding	protein_coding	Downregulated
ENSMUSG00000098090	2700099C18Rik	2.16E-05	-1.433975082	other	other	Downregulated
ENSMUSG00000087060	Eldr	6.96E-05	-1.432374536	other	other	Downregulated
ENSMUSG00000022360	Atad2	5.02E-07	-1.431498606	protein_coding	protein_coding	Downregulated
ENSMUSG00000038379	Ttk	1.94E-08	-1.431413531	protein_coding	protein_coding	Downregulated
ENSMUSG00000030346	Rad51ap1	0.00033055	-1.431156755	protein_coding	protein_coding	Downregulated
ENSMUSG00000042029	Ncapg2	4.36E-07	-1.424271304	protein_coding	protein_coding	Downregulated
ENSMUSG00000089774	Slc5a3	4.12E-10	-1.423565662	protein_coding	protein_coding	Downregulated
ENSMUSG00000031262	Cenpi	1.44E-11	-1.422538417	protein_coding	protein_coding	Downregulated
ENSMUSG00000026646	Suv39h2	1.56E-08	-1.422455836	protein_coding	protein_coding	Downregulated
ENSMUSG00000022519	Srl	2.56E-06	-1.421970554	protein_coding	protein_coding	Downregulated
ENSMUSG00000111857	RP23-392I13.13	0.003483325	-1.421012504	lincRNA	lincRNA	Downregulated
ENSMUSG00000022231	Sema5a	0.000679522	-1.420617197	protein_coding	protein_coding	Downregulated
ENSMUSG00000009418	Nav1	0.004228316	-1.42000458	protein_coding	protein_coding	Downregulated
ENSMUSG00000041075	Fzd7	2.37E-08	-1.419585934	protein_coding	protein_coding	Downregulated
ENSMUSG00000027424	Mgme1	1.72E-07	-1.418223951	protein_coding	protein_coding	Downregulated
ENSMUSG00000085705	Gm16046	0.025918461	-1.417326978	other	other	Downregulated
ENSMUSG00000039187	Fanci	1.97E-06	-1.417301487	protein_coding	protein_coding	Downregulated
ENSMUSG00000093405	Gm20684	0.009890929	-1.414346962	other	other	Downregulated
ENSMUSG00000033752	Mnd1	0.000260388	-1.414022224	protein_coding	protein_coding	Downregulated
