target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction	Mouse Ensembl	Human Ensembl
ENSMUSG00000042686	Jph1	0.000437502	-1.9406984859999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000042686	ENSG00000104369
ENSMUSG00000086610	Gm15408	0.002055915	-1.939013179	lincRNA	lincRNA	Downregulated		
ENSMUSG00000081137	BC022960	0.000417215	-1.9367606730000002	other	other	Downregulated		
ENSMUSG00000023886	Smoc2	8.290000000000001e-13	-1.934158148	protein_coding	protein_coding	Downregulated	ENSMUSG00000023886	ENSG00000112562
ENSMUSG00000040433	Zbtb38	4.59e-18	-1.932389746	protein_coding	protein_coding	Downregulated	ENSMUSG00000040433	ENSG00000177311
ENSMUSG00000041859	Mcm3	9.63e-07	-1.9182684630000002	protein_coding	protein_coding	Downregulated	ENSMUSG00000041859	ENSG00000112118
ENSMUSG00000081392	Gm11668	0.025674408	-1.915066322	other	other	Downregulated		
ENSMUSG00000104344	Gm38077	0.008886821	-1.910302098	other	other	Downregulated		
ENSMUSG00000054146	Krt15	0.0044111440000000005	-1.90272121	protein_coding	protein_coding	Downregulated	ENSMUSG00000054146	ENSG00000171346
ENSMUSG00000010362	Rdm1	1.4099999999999999e-05	-1.897858895	protein_coding	protein_coding	Downregulated	ENSMUSG00000010362	ENSG00000276432; ENSG00000278023
ENSMUSG00000097493	9930014A18Rik	1.52e-09	-1.896772193	other	other	Downregulated		
ENSMUSG00000031596	Slc7a2	2.22e-09	-1.896424967	protein_coding	protein_coding	Downregulated	ENSMUSG00000031596	ENSG00000003989
ENSMUSG00000001228	Uhrf1	6.660000000000001e-10	-1.892375289	protein_coding	protein_coding	Downregulated	ENSMUSG00000001228	ENSG00000276043
ENSMUSG00000053783	1700016K19Rik	0.0022790510000000003	-1.892218217	protein_coding	protein_coding	Downregulated		
ENSMUSG00000046295	Ankle1	7.79e-06	-1.884958104	protein_coding	protein_coding	Downregulated	ENSMUSG00000046295	ENSG00000160117
ENSMUSG00000028332	Hemgn	0.000509591	-1.8847613859999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000028332	ENSG00000136929
ENSMUSG00000038527	C1rl	0.007384299	-1.883372909	protein_coding	protein_coding	Downregulated	ENSMUSG00000038527	ENSG00000139178
ENSMUSG00000044017	Adgrd1	0.006892687	-1.879965184	protein_coding	protein_coding	Downregulated	ENSMUSG00000044017	ENSG00000111452
ENSMUSG00000002489	Tiam1	0.000510815	-1.877675971	protein_coding	protein_coding	Downregulated	ENSMUSG00000002489	ENSG00000156299
ENSMUSG00000028463	Car9	0.008774882	-1.877572091	protein_coding	protein_coding	Downregulated	ENSMUSG00000028463	ENSG00000107159
ENSMUSG00000024597	Slc12a2	4.04e-08	-1.87617553	protein_coding	protein_coding	Downregulated	ENSMUSG00000024597	ENSG00000064651
ENSMUSG00000009545	Kcnq1	1.51e-10	-1.868630727	protein_coding	protein_coding	Downregulated	ENSMUSG00000009545	ENSG00000053918; ENSG00000282076
ENSMUSG00000097604	Gm17322	0.007740975	-1.867424009	lincRNA	lincRNA	Downregulated		
ENSMUSG00000052957	Gas1	0.007529246	-1.8662828969999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000052957	ENSG00000180447
ENSMUSG00000029096	Htra3	0.027157294	-1.8585665919999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000029096	ENSG00000170801
ENSMUSG00000026610	Esrrg	8.81e-19	-1.857679391	protein_coding	protein_coding	Downregulated	ENSMUSG00000026610	ENSG00000196482
MSTRG.18465	MSTRG.18465	0.01613281	-1.850581604	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
MSTRG.12684	MSTRG.12684	0.001497219	-1.848528604	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000031750	Il34	0.018441693999999998	-1.847624764	protein_coding	protein_coding	Downregulated	ENSMUSG00000031750	ENSG00000157368
ENSMUSG00000099703	Gm28285	2.71e-05	-1.8382697190000001	protein_coding	protein_coding	Downregulated		
ENSMUSG00000033032	Afap1l1	4.93e-17	-1.836704226	protein_coding	protein_coding	Downregulated	ENSMUSG00000033032	ENSG00000157510
ENSMUSG00000024654	Asrgl1	3.07e-07	-1.83389952	protein_coding	protein_coding	Downregulated	ENSMUSG00000024654	ENSG00000162174
ENSMUSG00000029414	Kntc1	2.0299999999999996e-08	-1.83124609	protein_coding	protein_coding	Downregulated	ENSMUSG00000029414	ENSG00000184445
ENSMUSG00000078650	G6pc	0.020345048	-1.829866805	protein_coding	protein_coding	Downregulated	ENSMUSG00000078650	ENSG00000131482
ENSMUSG00000093726	Gm20667	1.26e-06	-1.8287512819999998	other	other	Downregulated		
ENSMUSG00000078586	Gm11735	9.88e-06	-1.826084845	other	other	Downregulated		
mmu-miR-222-5p	mmu-miR-222-5p	0.0019199999999999998	-1.8257756090000001	miRNA		Downregulated		
ENSMUSG00000029541	Cyp2w1	0.00027825	-1.8248222330000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000029541	ENSG00000073067
MSTRG.48144	MSTRG.48144	0.036533531	-1.82160902	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000026196	Bard1	3.85e-14	-1.820865515	protein_coding	protein_coding	Downregulated	ENSMUSG00000026196	ENSG00000138376
ENSMUSG00000051278	Zgrf1	2.0600000000000003e-05	-1.81909038	protein_coding	protein_coding	Downregulated	ENSMUSG00000051278	ENSG00000138658
ENSMUSG00000020534	Shmt1	2e-14	-1.818770785	protein_coding	protein_coding	Downregulated	ENSMUSG00000020534	ENSG00000176974
ENSMUSG00000097414	B130046B21Rik	0.008066964	-1.818027656	lincRNA	lincRNA	Downregulated		
ENSMUSG00000075543	Urad	0.000478908	-1.816042323	protein_coding	protein_coding	Downregulated	ENSMUSG00000075543	ENSG00000183463
ENSMUSG00000030935	Acsm3	8.53e-05	-1.814278354	protein_coding	protein_coding	Downregulated	ENSMUSG00000030935	ENSG00000005187
ENSMUSG00000034023	Fancd2	2.35e-07	-1.799586049	protein_coding	protein_coding	Downregulated	ENSMUSG00000034023	ENSG00000144554
ENSMUSG00000041390	Mdfic	0.00014945	-1.797276743	protein_coding	protein_coding	Downregulated	ENSMUSG00000041390	ENSG00000135272
ENSMUSG00000024352	Spata24	7.54e-06	-1.794357692	protein_coding	protein_coding	Downregulated	ENSMUSG00000024352	ENSG00000170469
ENSMUSG00000000142	Axin2	0.000922964	-1.7938057440000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000000142	ENSG00000168646
MSTRG.33700	MSTRG.33700	1.91e-08	-1.78812431	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000032815	Fanca	7.03e-09	-1.78684333	protein_coding	protein_coding	Downregulated	ENSMUSG00000032815	ENSG00000187741
ENSMUSG00000037991	Rmi2	2.43e-07	-1.78335746	protein_coding	protein_coding	Downregulated	ENSMUSG00000037991	ENSG00000175643
ENSMUSG00000052852	Reep1	0.000208906	-1.783258134	protein_coding	protein_coding	Downregulated	ENSMUSG00000052852	ENSG00000068615
ENSMUSG00000065952	C330021F23Rik	0.0029730090000000004	-1.773940056	protein_coding	protein_coding	Downregulated		
ENSMUSG00000037033	Clca3b	0.017970869	-1.772069004	protein_coding	protein_coding	Downregulated		
ENSMUSG00000042985	Upk3b	0.026577605	-1.7679970980000002	protein_coding	protein_coding	Downregulated		
ENSMUSG00000051457	Spn	0.039308262000000004	-1.767579323	protein_coding	protein_coding	Downregulated	ENSMUSG00000051457	ENSG00000197471
ENSMUSG00000021572	Cep72	4.55e-20	-1.76594245	protein_coding	protein_coding	Downregulated	ENSMUSG00000021572	ENSG00000280688; ENSG00000112877
ENSMUSG00000036768	Kif15	2.4199999999999997e-07	-1.764497341	protein_coding	protein_coding	Downregulated	ENSMUSG00000036768	ENSG00000280610; ENSG00000163808
ENSMUSG00000066952	Myo1h	0.023050603	-1.764320771	protein_coding	protein_coding	Downregulated	ENSMUSG00000066952	ENSG00000174527
ENSMUSG00000060550	H2-Q7	0.002152062	-1.761683017	protein_coding	protein_coding	Downregulated	ENSMUSG00000060550	-
ENSMUSG00000060550	H2-Q7	0.002152062	-1.761683017	protein_coding	protein_coding	Downregulated	ENSMUSG00000060550	ENSG00000232126; ENSG00000224608; ENSG00000206450; ENSG00000223532; ENSG00000228964; ENSG00000234745
ENSMUSG00000060550	H2-Q7	0.002152062	-1.761683017	protein_coding	protein_coding	Downregulated	ENSMUSG00000060550	ENSG00000233841; ENSG00000206435; ENSG00000228299; ENSG00000206452; ENSG00000237022; ENSG00000225691; ENSG00000204525
ENSMUSG00000060550	H2-Q7	0.002152062	-1.761683017	protein_coding	protein_coding	Downregulated	ENSMUSG00000060550	ENSG00000235346; ENSG00000237216; ENSG00000276051; ENSG00000204632; ENSG00000235680; ENSG00000230413; ENSG00000233095; ENSG00000206506
ENSMUSG00000060550	H2-Q7	0.002152062	-1.761683017	protein_coding	protein_coding	Downregulated	ENSMUSG00000060550	ENSG00000206493; ENSG00000225201; ENSG00000233904; ENSG00000204592; ENSG00000236632; ENSG00000230254; ENSG00000229252
ENSMUSG00000060550	H2-Q7	0.002152062	-1.761683017	protein_coding	protein_coding	Downregulated	ENSMUSG00000060550	ENSG00000229215; ENSG00000231834; ENSG00000224320; ENSG00000235657; ENSG00000206503; ENSG00000227715; ENSG00000206505; ENSG00000223980
ENSMUSG00000060550	H2-Q7	0.002152062	-1.761683017	protein_coding	protein_coding	Downregulated	ENSMUSG00000060550	ENSG00000234487; ENSG00000229698; ENSG00000237508; ENSG00000137403; ENSG00000235220; ENSG00000206509; ENSG00000204642
ENSMUSG00000086591	Dnah2os	0.004748435	-1.753672203	other	other	Downregulated		
ENSMUSG00000018554	Ybx2	0.002190138	-1.750943036	protein_coding	protein_coding	Downregulated	ENSMUSG00000018554	ENSG00000006047
mmu-miR-3535	mmu-miR-3535	0.0042899999999999995	-1.745903175	miRNA		Downregulated		
ENSMUSG00000038644	Pold1	8.059999999999999e-09	-1.7443226719999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000038644	ENSG00000062822
ENSMUSG00000105105	Gm31363	0.000330696	-1.741930936	lincRNA	lincRNA	Downregulated		
ENSMUSG00000031220	Awat2	5.67e-05	-1.735574111	protein_coding	protein_coding	Downregulated	ENSMUSG00000031220	ENSG00000147160
ENSMUSG00000103313	Gm38357	0.037345251	-1.7350271119999998	other	other	Downregulated		
ENSMUSG00000017861	Mybl2	1.0900000000000001e-07	-1.733368216	protein_coding	protein_coding	Downregulated	ENSMUSG00000017861	ENSG00000101057
MSTRG.8439	MSTRG.8439	0.015192932	-1.733340818	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000000782	Tcf7	9.779999999999999e-21	-1.730606806	protein_coding	protein_coding	Downregulated	ENSMUSG00000000782	ENSG00000081059
ENSMUSG00000102780	Gm38253	0.0070262480000000006	-1.7278772759999999	other	other	Downregulated		
ENSMUSG00000028003	Lrat	1.85e-09	-1.7257766209999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000028003	ENSG00000121207
MSTRG.22874	MSTRG.22874	0.026241082000000002	-1.72161421	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000028236	Sdr16c5	0.002015599	-1.72125039	protein_coding	protein_coding	Downregulated	ENSMUSG00000028236	ENSG00000170786
ENSMUSG00000028438	Kif24	4.18e-09	-1.719295494	protein_coding	protein_coding	Downregulated	ENSMUSG00000028438	ENSG00000186638
ENSMUSG00000074825	Itpripl1	5.76e-16	-1.7180578530000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000074825	ENSG00000198885
ENSMUSG00000072620	Slfn2	0.0015670439999999999	-1.7173857119999998	protein_coding	protein_coding	Downregulated		
ENSMUSG00000033906	Zdhhc15	0.00273817	-1.715148347	protein_coding	protein_coding	Downregulated	ENSMUSG00000033906	ENSG00000102383
ENSMUSG00000019737	Syne4	1.31e-05	-1.7133410669999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000019737	ENSG00000181392
ENSMUSG00000047996	Prrg1	0.000141639	-1.7085976330000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000047996	ENSG00000130962
ENSMUSG00000028587	Orc1	1.39e-06	-1.707019003	protein_coding	protein_coding	Downregulated	ENSMUSG00000028587	ENSG00000085840
ENSMUSG00000028702	Rad54l	6.730000000000001e-16	-1.704059833	protein_coding	protein_coding	Downregulated	ENSMUSG00000028702	ENSG00000085999
ENSMUSG00000111631	RP23-413J12.1	0.024743986000000003	-1.7037854209999999	other	other	Downregulated		
ENSMUSG00000020712	Tcam1	0.017900948	-1.701184073	protein_coding	protein_coding	Downregulated		
ENSMUSG00000110148	RP23-106I21.5	0.011797082	-1.70084355	other	other	Downregulated		
ENSMUSG00000084797	Gm14321	0.035748612	-1.700198972	lincRNA	lincRNA	Downregulated		
ENSMUSG00000037509	Arhgef4	3.4200000000000005e-05	-1.695940405	protein_coding	protein_coding	Downregulated	ENSMUSG00000037509	ENSG00000136002
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000235346; ENSG00000237216; ENSG00000276051; ENSG00000204632; ENSG00000235680; ENSG00000230413; ENSG00000233095; ENSG00000206506
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000229215; ENSG00000231834; ENSG00000224320; ENSG00000235657; ENSG00000206503; ENSG00000227715; ENSG00000206505; ENSG00000223980
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000235346; ENSG00000237216; ENSG00000276051; ENSG00000204632; ENSG00000235680; ENSG00000230413; ENSG00000233095; ENSG00000206506
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000232126; ENSG00000224608; ENSG00000206450; ENSG00000223532; ENSG00000228964; ENSG00000234745
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000234487; ENSG00000229698; ENSG00000237508; ENSG00000137403; ENSG00000235220; ENSG00000206509; ENSG00000204642
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000234487; ENSG00000229698; ENSG00000237508; ENSG00000137403; ENSG00000235220; ENSG00000206509; ENSG00000204642
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000232126; ENSG00000224608; ENSG00000206450; ENSG00000223532; ENSG00000228964; ENSG00000234745
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000229215; ENSG00000231834; ENSG00000224320; ENSG00000235657; ENSG00000206503; ENSG00000227715; ENSG00000206505; ENSG00000223980
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000206493; ENSG00000225201; ENSG00000233904; ENSG00000204592; ENSG00000236632; ENSG00000230254; ENSG00000229252
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000233841; ENSG00000206435; ENSG00000228299; ENSG00000206452; ENSG00000237022; ENSG00000225691; ENSG00000204525
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000233841; ENSG00000206435; ENSG00000228299; ENSG00000206452; ENSG00000237022; ENSG00000225691; ENSG00000204525
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	ENSG00000206493; ENSG00000225201; ENSG00000233904; ENSG00000204592; ENSG00000236632; ENSG00000230254; ENSG00000229252
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	-
ENSMUSG00000073409	H2-Q6	0.003343752	-1.694992496	protein_coding	protein_coding	Downregulated	ENSMUSG00000073409	-
ENSMUSG00000022034	Esco2	6.05e-10	-1.69350358	protein_coding	protein_coding	Downregulated	ENSMUSG00000022034	ENSG00000171320
ENSMUSG00000028391	Wdr31	2.91e-07	-1.69334903	protein_coding	protein_coding	Downregulated	ENSMUSG00000028391	ENSG00000148225
ENSMUSG00000026779	Mastl	1.31e-08	-1.690724612	protein_coding	protein_coding	Downregulated	ENSMUSG00000026779	ENSG00000120539
ENSMUSG00000025665	Rps6ka6	1.25e-05	-1.6900932690000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000025665	ENSG00000072133
ENSMUSG00000001520	Nrip2	0.017756566	-1.690067969	protein_coding	protein_coding	Downregulated	ENSMUSG00000001520	ENSG00000053702
mmu-miR-210-5p	mmu-miR-210-5p	0.00784	-1.6857548999999998	miRNA		Downregulated		
MSTRG.26808	MSTRG.26808	0.036513468	-1.68471748	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000040543	Pitpnm3	5.3299999999999995e-05	-1.681864765	protein_coding	protein_coding	Downregulated	ENSMUSG00000040543	ENSG00000091622
ENSMUSG00000030543	Mesp2	1.4099999999999999e-05	-1.6739388730000002	protein_coding	protein_coding	Downregulated	ENSMUSG00000030543	ENSG00000188095
ENSMUSG00000075611	Gm11545	3.18e-07	-1.6662159559999998	other	other	Downregulated		
ENSMUSG00000005360	Slc1a3	5.82e-07	-1.665683236	protein_coding	protein_coding	Downregulated	ENSMUSG00000005360	ENSG00000079215
ENSMUSG00000034303	Ccdc15	2.2e-06	-1.664717385	protein_coding	protein_coding	Downregulated	ENSMUSG00000034303	ENSG00000149548
ENSMUSG00000053414	Hunk	5.45e-24	-1.661712315	protein_coding	protein_coding	Downregulated	ENSMUSG00000053414	ENSG00000142149
mmu-miR-147-3p	mmu-miR-147-3p	0.0305	-1.660408813	miRNA		Downregulated		
ENSMUSG00000068101	Cenpm	2.43e-06	-1.659646886	protein_coding	protein_coding	Downregulated	ENSMUSG00000068101	ENSG00000100162
ENSMUSG00000031430	Vsig1	0.045025212	-1.658752089	protein_coding	protein_coding	Downregulated	ENSMUSG00000031430	ENSG00000101842
ENSMUSG00000078773	Rad54b	1.73e-06	-1.657651033	protein_coding	protein_coding	Downregulated	ENSMUSG00000078773	ENSG00000197275; ENSG00000265817
ENSMUSG00000022949	Clic6	0.0051321579999999995	-1.6576280140000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000022949	ENSG00000159212
ENSMUSG00000069793	Slfn9	3.87e-05	-1.655901145	protein_coding	protein_coding	Downregulated	ENSMUSG00000069793	ENSG00000154760
ENSMUSG00000069793	Slfn9	3.87e-05	-1.655901145	protein_coding	protein_coding	Downregulated	ENSMUSG00000069793	ENSG00000172716
ENSMUSG00000051517	Arhgef39	0.00018947700000000002	-1.6545610530000001	protein_coding	protein_coding	Downregulated	ENSMUSG00000051517	ENSG00000137135
ENSMUSG00000061607	Mdc1	6.519999999999999e-16	-1.6512178709999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000061607	ENSG00000225589; ENSG00000137337; ENSG00000234012; ENSG00000206481; ENSG00000224587; ENSG00000237095; ENSG00000231135; ENSG00000228575
ENSMUSG00000027978	Prss12	1.29e-09	-1.6484488419999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000027978	ENSG00000164099
ENSMUSG00000027326	Knl1	2.14e-05	-1.648124818	protein_coding	protein_coding	Downregulated	ENSMUSG00000027326	ENSG00000137812
ENSMUSG00000035165	Kcne3	0.000109542	-1.638595333	protein_coding	protein_coding	Downregulated	ENSMUSG00000035165	ENSG00000175538
ENSMUSG00000019945	1700040L02Rik	2.64e-07	-1.637105515	protein_coding	protein_coding	Downregulated	ENSMUSG00000019945	ENSG00000183346
MSTRG.31860	MSTRG.31860	0.006123543	-1.6341747869999999	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000003824	Syce2	2.37e-06	-1.63279622	protein_coding	protein_coding	Downregulated	ENSMUSG00000003824	ENSG00000161860
ENSMUSG00000069805	Fbp1	0.035993995	-1.6285359209999999	protein_coding	protein_coding	Downregulated	ENSMUSG00000069805	ENSG00000165140
ENSMUSG00000024525	Impa2	1.54e-06	-1.6264121180000002	protein_coding	protein_coding	Downregulated	ENSMUSG00000024525	ENSG00000141401
ENSMUSG00000033952	Aspm	8.009999999999999e-13	-1.6259802280000002	protein_coding	protein_coding	Downregulated	ENSMUSG00000033952	ENSG00000066279
MSTRG.13263	MSTRG.13263	0.046580634	-1.6239555159999999	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000001761	Smo	0.00016996	-1.6218612140000002	protein_coding	protein_coding	Downregulated	ENSMUSG00000001761	ENSG00000128602
ENSMUSG00000074715	Ccl28	5.73e-09	-1.617659485	protein_coding	protein_coding	Downregulated	ENSMUSG00000074715	ENSG00000151882
ENSMUSG00000017607	Tns4	0.000692525	-1.617497751	protein_coding	protein_coding	Downregulated	ENSMUSG00000017607	ENSG00000131746
MSTRG.22880	MSTRG.22880	0.026709757	-1.616726191	potential_novel_lncRNA	potential_novel_lncRNA	Downregulated		
ENSMUSG00000058290	Espl1	1.79e-10	-1.6153883569999998	protein_coding	protein_coding	Downregulated	ENSMUSG00000058290	ENSG00000135476
