target_id	gene_name	qval	log2fc	final_annotation	direction	final_annotation.y
ENSMUSG00000016763	Scube1	0.009719786	4.001590812	protein_coding	Upregulated	protein_coding
ENSMUSG00000017165	Gast	3.38E-06	5.17327903	protein_coding	Upregulated	protein_coding
ENSMUSG00000017195	Zpbp2	0.049455244	-1.437504035	protein_coding	Downregulated	protein_coding
ENSMUSG00000017204	Gsdma	2.19E-19	5.216776886	protein_coding	Upregulated	protein_coding
ENSMUSG00000017211	Gsdma2	0.006882406	3.148880204	protein_coding	Upregulated	protein_coding
ENSMUSG00000017390	Aldoc	9.53E-05	-2.572460938	protein_coding	Downregulated	protein_coding
ENSMUSG00000017446	C1qtnf1	0.000108624	1.758208565	protein_coding	Upregulated	protein_coding
ENSMUSG00000017453	Pipox	8.74E-09	-1.761389965	protein_coding	Downregulated	protein_coding
ENSMUSG00000017466	Timp2	1.62E-06	2.257480508	protein_coding	Upregulated	protein_coding
ENSMUSG00000017639	Rab11fip4	2.81E-12	2.057301847	protein_coding	Upregulated	protein_coding
ENSMUSG00000017652	Cd40	4.17E-06	3.516526331	protein_coding	Upregulated	protein_coding
ENSMUSG00000017667	Zfp334	0.0336181	1.079659207	protein_coding	Upregulated	protein_coding
ENSMUSG00000017688	Hnf4g	5.25E-10	-2.535158972	protein_coding	Downregulated	protein_coding
ENSMUSG00000017692	Rhbdl3	8.79E-07	3.250165777	protein_coding	Upregulated	protein_coding
ENSMUSG00000017716	Birc5	4.78E-13	-1.407217586	protein_coding	Downregulated	protein_coding
ENSMUSG00000017718	Afmid	8.04E-05	-1.862516968	protein_coding	Downregulated	protein_coding
ENSMUSG00000017723	Wfdc2	2.17E-10	2.292799373	protein_coding	Upregulated	protein_coding
ENSMUSG00000017724	Etv4	0.000114391	-1.51350205	protein_coding	Downregulated	protein_coding
ENSMUSG00000017765	Slc12a4	1.12E-09	3.644869261	protein_coding	Upregulated	protein_coding
ENSMUSG00000017943	Gdap1l1	3.73E-24	4.060710563	protein_coding	Upregulated	protein_coding
ENSMUSG00000017950	Hnf4a	2.80E-11	-1.283392722	protein_coding	Downregulated	protein_coding
ENSMUSG00000018012	Rac3	0.002669356	-1.218719846	protein_coding	Downregulated	protein_coding
ENSMUSG00000018042	Cyb5r3	0.000438332	-1.35105023	protein_coding	Downregulated	protein_coding
ENSMUSG00000018143	Mafk	1.67E-08	1.078964354	protein_coding	Upregulated	protein_coding
ENSMUSG00000018169	Mfng	1.53E-08	2.635575514	protein_coding	Upregulated	protein_coding
ENSMUSG00000018199	Trove2	0.000581539	1.301325176	protein_coding	Upregulated	protein_coding
ENSMUSG00000018334	Ksr1	2.32E-16	-2.347885553	protein_coding	Downregulated	protein_coding
ENSMUSG00000018340	Anxa6	2.36E-27	3.097387298	protein_coding	Upregulated	protein_coding
ENSMUSG00000018411	Mapt	0.004267897	-1.249824459	protein_coding	Downregulated	protein_coding
ENSMUSG00000018470	Kcnab3	3.75E-10	2.138772299	protein_coding	Upregulated	protein_coding
ENSMUSG00000018486	Wnt9b	0.000227191	2.016812744	protein_coding	Upregulated	protein_coding
ENSMUSG00000018501	Ncor1	9.41E-06	-1.015171044	protein_coding	Downregulated	protein_coding
ENSMUSG00000018507	Trpv2	0.012657759	-1.838949276	protein_coding	Downregulated	protein_coding
ENSMUSG00000018554	Ybx2	5.63E-05	-2.452244582	protein_coding	Downregulated	protein_coding
ENSMUSG00000018566	Slc2a4	0.001031541	2.825403223	protein_coding	Upregulated	protein_coding
ENSMUSG00000018570	2810408A11Rik	6.90E-06	-1.33783052	protein_coding	Downregulated	protein_coding
ENSMUSG00000018574	Acadvl	0.000453695	-1.048927751	protein_coding	Downregulated	protein_coding
ENSMUSG00000018593	Sparc	0.032981476	3.33234463	protein_coding	Upregulated	protein_coding
ENSMUSG00000018620	Mmp20	3.05E-10	2.243386031	protein_coding	Upregulated	protein_coding
ENSMUSG00000018623	Mmp7	2.75E-129	4.703116294	protein_coding	Upregulated	protein_coding
ENSMUSG00000018672	Copz2	9.11E-09	2.190736406	protein_coding	Upregulated	protein_coding
ENSMUSG00000018698	Lhx1	1.62E-05	2.812101361	protein_coding	Upregulated	protein_coding
ENSMUSG00000018740	Slc25a35	3.19E-12	1.558365407	protein_coding	Upregulated	protein_coding
ENSMUSG00000018752	Tnfsfm13	6.32E-09	-2.395454696	protein_coding	Downregulated	protein_coding
ENSMUSG00000018774	Cd68	0.000259047	1.875995159	protein_coding	Upregulated	protein_coding
ENSMUSG00000018800	Abca5	0.032693342	1.513807646	protein_coding	Upregulated	protein_coding
ENSMUSG00000018846	Pank3	9.86E-09	-1.408801707	protein_coding	Downregulated	protein_coding
ENSMUSG00000018862	Otop3	2.52E-26	-4.812940633	protein_coding	Downregulated	protein_coding
ENSMUSG00000018865	Sult4a1	0.002075121	1.441989834	protein_coding	Upregulated	protein_coding
ENSMUSG00000018899	Irf1	1.68E-13	1.767847332	protein_coding	Upregulated	protein_coding
ENSMUSG00000018906	P4ha2	1.80E-08	-2.950435866	protein_coding	Downregulated	protein_coding
ENSMUSG00000018909	Arrb1	2.34E-10	-2.053276685	protein_coding	Downregulated	protein_coding
ENSMUSG00000018919	Tm4sf5	3.52E-05	-1.097730053	protein_coding	Downregulated	protein_coding
ENSMUSG00000018920	Cxcl16	1.94E-05	2.082223576	protein_coding	Upregulated	protein_coding
ENSMUSG00000018924	Alox15	0.004268051	1.961406986	protein_coding	Upregulated	protein_coding
ENSMUSG00000018983	E2f2	1.48E-11	-1.341018031	protein_coding	Downregulated	protein_coding
ENSMUSG00000019066	Rab3d	7.09E-13	1.860631396	protein_coding	Upregulated	protein_coding
ENSMUSG00000019087	Atp6ap1	1.61E-08	1.063545754	protein_coding	Upregulated	protein_coding
ENSMUSG00000019124	Scrn1	5.13E-12	4.908180402	protein_coding	Upregulated	protein_coding
ENSMUSG00000019158	Tmem160	0.02462495	1.057824519	protein_coding	Upregulated	protein_coding
ENSMUSG00000019179	Mdh2	0.001807644	-1.358363045	protein_coding	Downregulated	protein_coding
ENSMUSG00000019194	Scn1b	0.041042281	1.909831127	protein_coding	Upregulated	protein_coding
ENSMUSG00000019232	Etnppl	8.29E-10	3.091291747	protein_coding	Upregulated	protein_coding
ENSMUSG00000019235	Rps6kl1	0.000351206	3.173710444	protein_coding	Upregulated	protein_coding
ENSMUSG00000019278	Dpep1	1.25E-12	-3.456535087	protein_coding	Downregulated	protein_coding
ENSMUSG00000019359	Gdpd2	5.65E-11	-4.782969332	protein_coding	Downregulated	protein_coding
ENSMUSG00000019429	Ffar3	7.30E-10	2.740975141	protein_coding	Upregulated	protein_coding
ENSMUSG00000019467	Arhgef25	0.014281231	2.334954603	protein_coding	Upregulated	protein_coding
ENSMUSG00000019564	Arid3a	0.009929505	1.555827765	protein_coding	Upregulated	protein_coding
ENSMUSG00000019647	Sema6a	0.029965187	-1.208041394	protein_coding	Downregulated	protein_coding
ENSMUSG00000019761	Krt10	0.003354179	1.105340823	protein_coding	Upregulated	protein_coding
ENSMUSG00000019762	Iyd	0.004944279	-1.228174575	protein_coding	Downregulated	protein_coding
ENSMUSG00000019775	Rgs17	1.66E-05	2.900902947	protein_coding	Upregulated	protein_coding
ENSMUSG00000019785	Clvs2	0.048043393	-1.603886012	protein_coding	Downregulated	protein_coding
ENSMUSG00000019796	Lrp11	1.49E-57	4.653583098	protein_coding	Upregulated	protein_coding
ENSMUSG00000019817	Plagl1	0.023391273	1.92375871	protein_coding	Upregulated	protein_coding
ENSMUSG00000019831	Wasf1	0.006832535	1.978555787	protein_coding	Upregulated	protein_coding
ENSMUSG00000019838	Slc16a10	6.65E-20	-1.818813782	protein_coding	Downregulated	protein_coding
ENSMUSG00000019843	Fyn	3.85E-09	1.633069469	protein_coding	Upregulated	protein_coding
ENSMUSG00000019846	Lama4	1.62E-10	5.36444761	protein_coding	Upregulated	protein_coding
ENSMUSG00000019852	Arfgef3	0.00248801	1.332031431	protein_coding	Upregulated	protein_coding
ENSMUSG00000019853	Hebp2	0.00023223	1.296259408	protein_coding	Upregulated	protein_coding
ENSMUSG00000019864	Rtn4ip1	5.35E-08	-1.218300674	protein_coding	Downregulated	protein_coding
ENSMUSG00000019876	Pkib	1.15E-11	4.832276278	protein_coding	Upregulated	protein_coding
ENSMUSG00000019877	Serinc1	5.14E-07	1.313056347	protein_coding	Upregulated	protein_coding
ENSMUSG00000019878	Hsf2	0.000677884	1.315893569	protein_coding	Upregulated	protein_coding
ENSMUSG00000019883	Echdc1	5.90E-07	-1.002973564	protein_coding	Downregulated	protein_coding
ENSMUSG00000019890	Nts	0.000174367	2.345599845	protein_coding	Upregulated	protein_coding
ENSMUSG00000019900	Rfx6	4.11E-17	3.292476115	protein_coding	Upregulated	protein_coding
ENSMUSG00000019906	Lin7a	3.52E-05	3.056420511	protein_coding	Upregulated	protein_coding
ENSMUSG00000019916	P4ha1	0.000174135	-2.059980594	protein_coding	Downregulated	protein_coding
ENSMUSG00000019917	Sep-10	2.34E-06	-1.091177206	protein_coding	Downregulated	protein_coding
ENSMUSG00000019942	Cdk1	0.000193629	-1.113821057	protein_coding	Downregulated	protein_coding
ENSMUSG00000019945	1700040L02Rik	1.28E-10	-2.232773309	protein_coding	Downregulated	protein_coding
ENSMUSG00000019982	Myb	4.29E-06	-1.848167114	protein_coding	Downregulated	protein_coding
ENSMUSG00000019986	Ahi1	2.42E-08	2.903084002	protein_coding	Upregulated	protein_coding
ENSMUSG00000019997	Ctgf	0.000209532	2.770197663	protein_coding	Upregulated	protein_coding
ENSMUSG00000020000	Moxd1	7.53E-19	-3.130169312	protein_coding	Downregulated	protein_coding
ENSMUSG00000020009	Ifngr1	9.81E-09	-1.320999041	protein_coding	Downregulated	protein_coding
ENSMUSG00000020010	Vnn3	5.08E-07	2.91857957	protein_coding	Upregulated	protein_coding
ENSMUSG00000020014	Cfap54	0.044962139	1.892564442	protein_coding	Upregulated	protein_coding
ENSMUSG00000020015	Cdk17	0.001355925	1.47274453	protein_coding	Upregulated	protein_coding
ENSMUSG00000020034	Tcp11l2	0.022689004	1.267762219	protein_coding	Upregulated	protein_coding
ENSMUSG00000020044	Timp3	0.007099405	-1.12416901	protein_coding	Downregulated	protein_coding
ENSMUSG00000020072	Pbld2	1.75E-12	-2.376925637	protein_coding	Downregulated	protein_coding
ENSMUSG00000020080	Hkdc1	1.29E-07	-2.845657578	protein_coding	Downregulated	protein_coding
ENSMUSG00000020086	H2afy2	0.000113061	2.844778404	protein_coding	Upregulated	protein_coding
ENSMUSG00000020092	Pald1	0.001898406	-1.251030186	protein_coding	Downregulated	protein_coding
ENSMUSG00000020101	Vsir	1.34E-14	-4.049766719	protein_coding	Downregulated	protein_coding
ENSMUSG00000020102	Slc16a7	0.03390633	3.106517843	protein_coding	Upregulated	protein_coding
ENSMUSG00000020105	Lrig3	1.19E-29	-2.126656349	protein_coding	Downregulated	protein_coding
ENSMUSG00000020120	Plek	1.20E-05	1.915603005	protein_coding	Upregulated	protein_coding
ENSMUSG00000020121	Srgap1	1.57E-20	3.751635114	protein_coding	Upregulated	protein_coding
ENSMUSG00000020140	Lgr5	0.023992737	-1.669975424	protein_coding	Downregulated	protein_coding
ENSMUSG00000020150	Gamt	3.76E-07	-3.037799994	protein_coding	Downregulated	protein_coding
ENSMUSG00000020154	Ptprb	0.036246577	-1.014250333	protein_coding	Downregulated	protein_coding
ENSMUSG00000020175	Rab36	0.000319992	3.496238506	protein_coding	Upregulated	protein_coding
ENSMUSG00000020178	Adora2a	0.004547122	1.15062586	protein_coding	Upregulated	protein_coding
ENSMUSG00000020184	Mdm2	1.46E-06	1.049825678	protein_coding	Upregulated	protein_coding
ENSMUSG00000020186	Csrp2	0.000521753	-1.054063426	protein_coding	Downregulated	protein_coding
ENSMUSG00000020218	Wif1	1.25E-16	5.609076328	protein_coding	Upregulated	protein_coding
ENSMUSG00000020226	Slc5a4b	1.57E-21	-3.542142302	protein_coding	Downregulated	protein_coding
ENSMUSG00000020227	Irak3	7.53E-26	3.341123305	protein_coding	Upregulated	protein_coding
ENSMUSG00000020229	Slc5a4a	3.23E-08	-3.580078013	protein_coding	Downregulated	protein_coding
ENSMUSG00000020230	Prmt2	5.76E-06	1.055307782	protein_coding	Upregulated	protein_coding
ENSMUSG00000020258	Glyctk	0.000560648	-1.464133208	protein_coding	Downregulated	protein_coding
ENSMUSG00000020261	Slc36a1	1.10E-05	1.073394337	protein_coding	Upregulated	protein_coding
ENSMUSG00000020268	Lyrm7	0.001018011	-1.323323897	protein_coding	Downregulated	protein_coding
ENSMUSG00000020277	Pfkl	1.55E-10	-2.618983602	protein_coding	Downregulated	protein_coding
ENSMUSG00000020303	Stc2	0.000156374	-2.337613098	protein_coding	Downregulated	protein_coding
ENSMUSG00000020312	Shc2	2.48E-41	4.080394956	protein_coding	Upregulated	protein_coding
ENSMUSG00000020330	Hmmr	4.98E-10	-1.368025508	protein_coding	Downregulated	protein_coding
ENSMUSG00000020334	Slc22a4	0.045023367	-1.165877581	protein_coding	Downregulated	protein_coding
ENSMUSG00000020363	Gfpt2	0.037514464	-1.877438813	protein_coding	Downregulated	protein_coding
ENSMUSG00000020376	Rnf130	6.00E-06	1.100556763	protein_coding	Upregulated	protein_coding
ENSMUSG00000020381	3010026O09Rik	0.001137334	-1.007625374	protein_coding	Downregulated	protein_coding
ENSMUSG00000020387	Jade2	5.67E-13	-1.451169139	protein_coding	Downregulated	protein_coding
ENSMUSG00000020388	Pdlim4	1.83E-07	3.29503094	protein_coding	Upregulated	protein_coding
ENSMUSG00000020402	Vdac1	9.60E-05	-1.054944467	protein_coding	Downregulated	protein_coding
ENSMUSG00000020407	Upp1	4.40E-05	-1.455841647	protein_coding	Downregulated	protein_coding
ENSMUSG00000020423	Btg2	1.27E-07	1.047435411	protein_coding	Upregulated	protein_coding
ENSMUSG00000020424	Gatsl3	0.001995582	-1.381040828	protein_coding	Downregulated	protein_coding
ENSMUSG00000020435	Osbp2	4.06E-06	3.719982512	protein_coding	Upregulated	protein_coding
ENSMUSG00000020447	Npc1l1	4.05E-05	-2.231039058	protein_coding	Downregulated	protein_coding
ENSMUSG00000020455	Trim11	0.004725948	1.00887324	protein_coding	Upregulated	protein_coding
ENSMUSG00000020462	Cfap36	2.58E-06	1.724115721	protein_coding	Upregulated	protein_coding
ENSMUSG00000020467	Efemp1	0.005101466	3.187850501	protein_coding	Upregulated	protein_coding
ENSMUSG00000020469	Myl7	0.021872305	-1.666712858	protein_coding	Downregulated	protein_coding
ENSMUSG00000020471	Pold2	1.36E-06	-1.342074542	protein_coding	Downregulated	protein_coding
ENSMUSG00000020472	Zkscan17	1.95E-05	-1.037754643	protein_coding	Downregulated	protein_coding
ENSMUSG00000020486	Sep-04	0.000158097	5.264834366	protein_coding	Upregulated	protein_coding
ENSMUSG00000020493	Prr11	4.36E-06	-1.292945318	protein_coding	Downregulated	protein_coding
ENSMUSG00000020532	Acaca	3.12E-07	-1.141354694	protein_coding	Downregulated	protein_coding
ENSMUSG00000020534	Shmt1	2.35E-06	-1.290718304	protein_coding	Downregulated	protein_coding
ENSMUSG00000020572	Nampt	9.76E-10	-1.182687617	protein_coding	Downregulated	protein_coding
ENSMUSG00000020581	Agr2	2.11E-06	1.027073303	protein_coding	Upregulated	protein_coding
ENSMUSG00000020599	Rgs9	0.013161531	1.975425815	protein_coding	Upregulated	protein_coding
ENSMUSG00000020600	Slc7a15	0.000274195	-2.048658443	protein_coding	Downregulated	protein_coding
ENSMUSG00000020620	Abca8b	0.018274158	1.248418054	protein_coding	Upregulated	protein_coding
ENSMUSG00000020635	Fkbp1b	0.009505779	1.401020439	protein_coding	Upregulated	protein_coding
ENSMUSG00000020641	Rsad2	0.00679834	1.402322025	protein_coding	Upregulated	protein_coding
ENSMUSG00000020646	Mboat2	0.002241631	1.282631131	protein_coding	Upregulated	protein_coding
ENSMUSG00000020651	Slc26a4	3.48E-11	4.864518768	protein_coding	Upregulated	protein_coding
ENSMUSG00000020658	Efr3b	0.01330792	-1.192654002	protein_coding	Downregulated	protein_coding
ENSMUSG00000020660	Pomc	0.014459757	2.254606721	protein_coding	Upregulated	protein_coding
ENSMUSG00000020668	Kif3c	5.00E-14	2.513549138	protein_coding	Upregulated	protein_coding
ENSMUSG00000020674	Pxdn	0.004628655	2.669908943	protein_coding	Upregulated	protein_coding
ENSMUSG00000020681	Ace	2.52E-06	-2.883862601	protein_coding	Downregulated	protein_coding
ENSMUSG00000020684	Rasl10b	0.02060494	2.954227909	protein_coding	Upregulated	protein_coding
ENSMUSG00000020696	Rffl	1.25E-08	-1.093702409	protein_coding	Downregulated	protein_coding
ENSMUSG00000020707	Rnf135	0.000560648	1.052283366	protein_coding	Upregulated	protein_coding
ENSMUSG00000020715	Ern1	8.63E-07	1.048734132	protein_coding	Upregulated	protein_coding
ENSMUSG00000020723	Cacng4	1.24E-08	3.82967731	protein_coding	Upregulated	protein_coding
ENSMUSG00000020732	Rab37	1.81E-07	3.17241178	protein_coding	Upregulated	protein_coding
ENSMUSG00000020734	Grin2c	0.006684563	3.677294937	protein_coding	Upregulated	protein_coding
ENSMUSG00000020741	Cluh	1.03E-08	-1.107976064	protein_coding	Downregulated	protein_coding
ENSMUSG00000020747	Tmem94	1.33E-05	-1.099567192	protein_coding	Downregulated	protein_coding
ENSMUSG00000020766	Galk1	1.46E-05	-1.903115467	protein_coding	Downregulated	protein_coding
ENSMUSG00000020773	Trim47	0.034796685	1.527626915	protein_coding	Upregulated	protein_coding
ENSMUSG00000020788	Atp2a3	6.62E-10	1.296897026	protein_coding	Upregulated	protein_coding
ENSMUSG00000020808	Fam64a	0.022287777	-1.21409265	protein_coding	Downregulated	protein_coding
ENSMUSG00000020814	Mxra7	1.40E-09	-2.981104976	protein_coding	Downregulated	protein_coding
ENSMUSG00000020818	Mfsd11	5.86E-08	1.216749309	protein_coding	Upregulated	protein_coding
ENSMUSG00000020838	Slc6a4	1.82E-115	-4.909056619	protein_coding	Downregulated	protein_coding
ENSMUSG00000020846	Rflnb	1.74E-10	-2.266797122	protein_coding	Downregulated	protein_coding
ENSMUSG00000020848	Doc2b	1.61E-05	2.052097612	protein_coding	Upregulated	protein_coding
ENSMUSG00000020872	Tac4	1.19E-07	4.55841949	protein_coding	Upregulated	protein_coding
ENSMUSG00000020875	Hoxb9	0.03108058	2.882773176	protein_coding	Upregulated	protein_coding
ENSMUSG00000020882	Cacnb1	1.71E-08	2.831185538	protein_coding	Upregulated	protein_coding
ENSMUSG00000020886	Dlg4	1.59E-08	2.942090237	protein_coding	Upregulated	protein_coding
ENSMUSG00000020889	Nr1d1	0.001024907	-1.804765131	protein_coding	Downregulated	protein_coding
ENSMUSG00000020892	Aloxe3	0.000361313	3.109304923	protein_coding	Upregulated	protein_coding
ENSMUSG00000020894	Vamp2	7.13E-10	1.292305454	protein_coding	Upregulated	protein_coding
ENSMUSG00000020897	Aurkb	2.31E-07	-1.577666119	protein_coding	Downregulated	protein_coding
ENSMUSG00000020900	Myh10	2.41E-07	3.357528209	protein_coding	Upregulated	protein_coding
ENSMUSG00000020930	Ccdc103	6.78E-05	2.650778861	protein_coding	Upregulated	protein_coding
ENSMUSG00000020953	Coch	0.003995171	2.940851387	protein_coding	Upregulated	protein_coding
ENSMUSG00000020978	Klhdc2	3.31E-06	1.061646634	protein_coding	Upregulated	protein_coding
ENSMUSG00000020986	Sec23a	6.47E-07	-1.565701732	protein_coding	Downregulated	protein_coding
ENSMUSG00000021013	Ttc8	0.002558931	4.165112584	protein_coding	Upregulated	protein_coding
ENSMUSG00000021061	Sptb	0.012539186	1.182157233	protein_coding	Upregulated	protein_coding
ENSMUSG00000021062	Rab15	7.04E-14	3.024274288	protein_coding	Upregulated	protein_coding
ENSMUSG00000021066	Atl1	0.032526218	1.426889419	protein_coding	Upregulated	protein_coding
ENSMUSG00000021069	Pygl	0.033523019	-1.444793823	protein_coding	Downregulated	protein_coding
ENSMUSG00000021070	Bdkrb2	0.035760102	2.297541624	protein_coding	Upregulated	protein_coding
ENSMUSG00000021094	Dhrs7	1.23E-05	1.021000685	protein_coding	Upregulated	protein_coding
ENSMUSG00000021108	Prkch	0.033315283	1.098512634	protein_coding	Upregulated	protein_coding
ENSMUSG00000021123	Rdh12	0.003437574	1.587730208	protein_coding	Upregulated	protein_coding
ENSMUSG00000021125	Arg2	1.75E-22	-4.609541342	protein_coding	Downregulated	protein_coding
ENSMUSG00000021175	Cdca7l	2.46E-05	-1.511717388	protein_coding	Downregulated	protein_coding
ENSMUSG00000021176	Efcab11	0.000841331	-1.172199201	protein_coding	Downregulated	protein_coding
ENSMUSG00000021185	9030617O03Rik	4.34E-06	-1.91276923	protein_coding	Downregulated	protein_coding
