Human.Uniprot	Human.Ensembl	Mouse.Uniprot	Mouse.Ensembl	Hum.gene.syb
Q0WX57	ENSG00000229579	G5E8G2	ENSMUSG00000057321	USP17L27; USP17L25; USP17L30; USP17L29; USP17L24; USP17L26; USP17L28
Q0WX57	ENSG00000235780	G5E8G2	ENSMUSG00000057321	USP17L27; USP17L25; USP17L30; USP17L29; USP17L24; USP17L26; USP17L28
Q0WX57	ENSG00000231051	G5E8G2	ENSMUSG00000057321	USP17L27; USP17L25; USP17L30; USP17L29; USP17L24; USP17L26; USP17L28
Q0WX57	ENSG00000228856	G5E8G2	ENSMUSG00000057321	USP17L27; USP17L25; USP17L30; USP17L29; USP17L24; USP17L26; USP17L28
Q96MU8	ENSG00000183762	Q99N43	ENSMUSG00000020393	KREMEN1
Q14952	ENSG00000278306	Q673W2	ENSMUSG00000057439	KIR2DS3
Q14952	ENSG00000277193	Q673W2	ENSMUSG00000057439	KIR2DS3
Q14952	ENSG00000277657	Q673W2	ENSMUSG00000057439	KIR2DS3
Q14952	ENSG00000277163	Q673W2	ENSMUSG00000057439	KIR2DS3
Q01484	ENSG00000145362	Q8C8R3	ENSMUSG00000032826	ANK2
Q53HL2	ENSG00000134690	Q8BHX3	ENSMUSG00000028873	CDCA8
P0CJ90	-	Q7TNE6	ENSMUSG00000072672	DUX4L7
P0CJ90	-	Q7TNE6	ENSMUSG00000072675	DUX4L7
P0CJ90	-	Q7TNE6	ENSMUSG00000048502	DUX4L7
P09493	ENSG00000140416	P58771	ENSMUSG00000032366	TPM1
Q8NGT9	ENSG00000212807	Q8VF17	ENSMUSG00000059411	OR2A42; OR2A1
Q8NGT9	ENSG00000221970	Q8VF17	ENSMUSG00000059411	OR2A42; OR2A1
Q9UBM8	ENSG00000283530	Q9D306	ENSMUSG00000019888	MGAT4C
Q9UBM8	ENSG00000182050	Q9D306	ENSMUSG00000019888	MGAT4C
P31751	ENSG00000105221	Q60823	ENSMUSG00000004056	AKT2
H3BQJ8	ENSG00000261667	H3BJG9	ENSMUSG00000093626	LY6L
H3BQJ8	ENSG00000282693	H3BJG9	ENSMUSG00000093626	LY6L
P09603	ENSG00000184371	P07141	ENSMUSG00000014599	CSF1
Q8TEW0	ENSG00000148498	Q99NH2	ENSMUSG00000025812	PARD3
Q0D2K3	ENSG00000147223	Q2WG77	ENSMUSG00000072945	RIPPLY1
Q96KX2	ENSG00000177938	P70190	ENSMUSG00000041791	CAPZA3
P22460	ENSG00000130037	Q61762	ENSMUSG00000045534	KCNA5
Q4KMZ1	ENSG00000160051	A2ADZ8	ENSMUSG00000040795	IQCC
Q96TA1	ENSG00000136830	Q8R1F1	ENSMUSG00000026796	FAM129B
Q6ZNC8	ENSG00000172197	Q8BH98	ENSMUSG00000038732	MBOAT1
Q08289	ENSG00000165995	Q8CC27	ENSMUSG00000057914	CACNB2
Q9UHF0	ENSG00000166863	P55099	ENSMUSG00000025400	TAC3
P05814	ENSG00000283030	P10598	ENSMUSG00000063157	CSN2
P05814	ENSG00000135222	P10598	ENSMUSG00000063157	CSN2
Q9BRP0	ENSG00000125850	Q8CIV7	ENSMUSG00000037279	OVOL2
P63272	ENSG00000213246	P63271	ENSMUSG00000020485	SUPT4H1
P61513	ENSG00000197756	P61514	ENSMUSG00000046330	RPL37A
P68402	ENSG00000168092	Q61206	ENSMUSG00000003131	PAFAH1B2
O75323	ENSG00000146729	O55126	ENSMUSG00000029432	NIPSNAP2
P19013	ENSG00000170477	P07744	ENSMUSG00000059668	KRT4
Q6TFL4	ENSG00000114796	Q8BRG6	ENSMUSG00000062901	KLHL24
O00482	ENSG00000116833	P45448	ENSMUSG00000026398	NR5A2
Q9BUK6	ENSG00000125459	Q2YDW2	ENSMUSG00000068922	MSTO1
Q8TDU5	-	Q9EPB8	ENSMUSG00000047203	VN1R17P
Q9ULT6	ENSG00000183579	Q5SSZ7	ENSMUSG00000041961	ZNRF3
Q8NBQ7	ENSG00000178301	Q8BHH1	ENSMUSG00000042797	AQP11
Q8NEL0	ENSG00000138483	Q9DAL3	ENSMUSG00000050685	CCDC54
Q969S6	ENSG00000187713	Q8R235	ENSMUSG00000078201	TMEM203
P43121	ENSG00000076706	Q8R2Y2	ENSMUSG00000032135	MCAM
Q14CM0	ENSG00000169933	A2AFR3	ENSMUSG00000049176	FRMPD4
Q9BZJ4	ENSG00000013306	Q9D8K8	ENSMUSG00000018677	SLC25A39
P31947	ENSG00000175793	O70456	ENSMUSG00000047281	SFN
P80297	ENSG00000187193	P02802	ENSMUSG00000031765	MT1X
Q9BTX7	ENSG00000124120	Q9D3D0	ENSMUSG00000017679	TTPAL
Q8NBL1	ENSG00000163389	Q8BYB9	ENSMUSG00000034064	POGLUT1
P32246	ENSG00000163823	P51675	ENSMUSG00000025804	CCR1
Q99598	ENSG00000116918	Q9QZE7	ENSMUSG00000056820	TSNAX
Q6NUP7	ENSG00000278326	Q8C0Y0	ENSMUSG00000021209	PPP4R4
Q6NUP7	ENSG00000119698	Q8C0Y0	ENSMUSG00000021209	PPP4R4
Q9HA92	ENSG00000136444	Q5SUV1	ENSMUSG00000039096	RSAD1
O75643	ENSG00000144028	Q6P4T2	ENSMUSG00000003660	SNRNP200
Q14849	ENSG00000131748	Q61542	ENSMUSG00000018167	STARD3
P00797	ENSG00000143839	P06281	ENSMUSG00000070645	REN
Q14093	ENSG00000155833	E9Q6B1	ENSMUSG00000039555	CYLC2
A8MXK1	ENSG00000214376	Q9D806	ENSMUSG00000031937	VSTM5
Q2MV58	ENSG00000204852	Q8BZ64	ENSMUSG00000038593	TCTN1
Q9NRK6	ENSG00000135776	Q9JI39	ENSMUSG00000031974	ABCB10
Q9NP70	ENSG00000178522	O55189	ENSMUSG00000029288	AMBN
Q6MZT1	ENSG00000186479	Q8BQP9	ENSMUSG00000021719	RGS7BP
Q8NH92	ENSG00000280204	B9EHG2	ENSMUSG00000048356	OR1S1
Q9ULW5	ENSG00000167964	Q504M8	ENSMUSG00000079657	RAB26
Q7Z7G0	ENSG00000154175	Q59IW6	ENSMUSG00000035258	ABI3BP
Q8NCU7	ENSG00000198535	E9Q861	ENSMUSG00000047990	C2CD4A
Q9UH03	ENSG00000100167	Q9Z1S5	ENSMUSG00000022456	Sep-03
Q9H479	ENSG00000167363	Q9ER35	ENSMUSG00000025175	FN3K
I1YAP6	ENSG00000214414	P86449	ENSMUSG00000067399	TRIM77
Q9Y3Y2	ENSG00000160679	Q9CY57	ENSMUSG00000001017	CHTOP
Q08554	ENSG00000134765	P55849	ENSMUSG00000044322	DSC1
P52789	ENSG00000159399	O08528	ENSMUSG00000000628	HK2
P79483	ENSG00000231679	P04230	ENSMUSG00000060586	HLA-DRB3
P79483	ENSG00000196101	P04230	ENSMUSG00000060586	HLA-DRB3
P79483	ENSG00000230463	P04230	ENSMUSG00000060586	HLA-DRB3
Q6V702	ENSG00000197826	Q810M1	ENSMUSG00000057816	C4orf22
P57103	ENSG00000100678	E9PX50	ENSMUSG00000079055	SLC8A3
Q96MB7	ENSG00000180423	Q8BR93	ENSMUSG00000027243	HARBI1
Q9H773	ENSG00000179958	Q9QY93	ENSMUSG00000042462	DCTPP1
Q96JJ7	ENSG00000166479	Q8BXZ1	ENSMUSG00000024614	TMX3
Q9BRC7	ENSG00000115556	Q8K3R3	ENSMUSG00000026173	PLCD4
Q9NPR2	ENSG00000185033	Q62179	ENSMUSG00000030539	SEMA4B
Q8N5N4	ENSG00000180697	Q8C5S3	ENSMUSG00000049694	C3orf22
Q16795	ENSG00000139180	Q9DC69	ENSMUSG00000000399	NDUFA9
P55042	ENSG00000166592	O88667	ENSMUSG00000031880	RRAD
Q9P0W0	ENSG00000147896	Q7TSL0	ENSMUSG00000042993	IFNK
Q6P9F0	ENSG00000130783	E9PVD1	ENSMUSG00000061882	CCDC62
Q6UWE0	ENSG00000148356	Q80ZI6	ENSMUSG00000026792	LRSAM1
Q9H078	ENSG00000162129	Q60649	ENSMUSG00000001829	CLPB
Q9Y6N8	ENSG00000040731	P70408	ENSMUSG00000022321	CDH10
Q8N4T0	ENSG00000165078	Q5U901	ENSMUSG00000042501	CPA6
F8WDT6	-	F6ZHM5	-	ZNF625-ZNF20
O15049	ENSG00000145911	Q8C7U1	ENSMUSG00000001053	N4BP3
Q9BQM9	ENSG00000149609	A2AKE5	ENSMUSG00000038523	C20orf144
Q8WZA2	ENSG00000091428	Q9EQZ6	ENSMUSG00000049044	RAPGEF4
Q8NB49	ENSG00000101974	Q9QZW0	ENSMUSG00000108408	ATP11C
Q8NB49	ENSG00000101974	Q9QZW0	ENSMUSG00000062949	ATP11C
Q7Z6M2	ENSG00000165355	Q8VE08	ENSMUSG00000035329	FBXO33
Q9H1P3	ENSG00000130703	Q8BX94	ENSMUSG00000039050	OSBPL2
Q92499	ENSG00000079785	Q91VR5	ENSMUSG00000037149	DDX1
Q9H0F6	ENSG00000179526	Q91WA6	ENSMUSG00000022552	SHARPIN
A0AVF1	ENSG00000105948	Q8BS45	ENSMUSG00000056832	TTC26
Q9NS62	ENSG00000136114	Q9JM61	ENSMUSG00000031480	THSD1
Q9BXJ5	ENSG00000145861	Q9D8U4	ENSMUSG00000046491	C1QTNF2
Q8NGY9	ENSG00000279263	Q8VGJ5	ENSMUSG00000045341	OR2L8
Q6Y2X3	ENSG00000135392	Q921R4	ENSMUSG00000025354	DNAJC14
Q15293	ENSG00000049449	Q05186	ENSMUSG00000005973	RCN1
P30279	ENSG00000118971	P30280	ENSMUSG00000000184	CCND2
P56748	ENSG00000156284	Q9Z260	ENSMUSG00000050520	CLDN8
P78396	ENSG00000133101	Q61456	ENSMUSG00000027793	CCNA1
Q8NG50	ENSG00000276432	Q9CQK3	ENSMUSG00000010362	RDM1
Q8NG50	ENSG00000278023	Q9CQK3	ENSMUSG00000010362	RDM1
Q14689	ENSG00000160305	Q8BWT5	ENSMUSG00000020231	DIP2A
Q53H76	ENSG00000144837	Q8VI78	ENSMUSG00000002847	PLA1A
A8MUX0	ENSG00000263186	A2A5X5	ENSMUSG00000078253	KRTAP16-1
A8MUX0	ENSG00000212657	A2A5X5	ENSMUSG00000078253	KRTAP16-1
Q04206	ENSG00000173039	Q04207	ENSMUSG00000024927	RELA
O95977	ENSG00000125910	Q9Z0L1	ENSMUSG00000044199	S1PR4
Q05516	ENSG00000109906	Q3UQ17	ENSMUSG00000066687	ZBTB16
Q96RT8	ENSG00000275835	Q8BKN5	ENSMUSG00000033790	TUBGCP5
Q96RT8	ENSG00000276856	Q8BKN5	ENSMUSG00000033790	TUBGCP5
Q96RT8	ENSG00000280807	Q8BKN5	ENSMUSG00000033790	TUBGCP5
Q9Y376	ENSG00000135932	Q06138	ENSMUSG00000036707	CAB39
Q8N423	ENSG00000275463	P97484	ENSMUSG00000058818	LILRB2
Q8N423	ENSG00000274513	P97484	ENSMUSG00000058818	LILRB2
Q8N423	ENSG00000276146	P97484	ENSMUSG00000058818	LILRB2
Q8N423	ENSG00000131042	P97484	ENSMUSG00000058818	LILRB2
Q8N423	ENSG00000277751	P97484	ENSMUSG00000058818	LILRB2
Q9BT30	ENSG00000125652	Q9D6Z0	ENSMUSG00000002661	ALKBH7
Q9Y2I9	ENSG00000111490	Q69ZT9	ENSMUSG00000052302	TBC1D30
Q00056	ENSG00000197576	P06798	ENSMUSG00000000942	HOXA4
Q8NBJ9	ENSG00000149577	Q8CIF6	ENSMUSG00000034908	SIDT2
Q9H221	ENSG00000143921	Q9DBM0	ENSMUSG00000024254	ABCG8
P57723	ENSG00000090097	P57724	ENSMUSG00000023495	PCBP4
Q93099	ENSG00000113924	O09173	ENSMUSG00000022821	HGD
P42680	ENSG00000135605	P24604	ENSMUSG00000029217	TEC
Q9ULH0	ENSG00000134313	E9Q9B7	ENSMUSG00000036333	KIDINS220
Q96IW2	ENSG00000105251	O88834	ENSMUSG00000039154	SHD
P43405	ENSG00000165025	P48025	ENSMUSG00000021457	SYK
P01891	ENSG00000229215	G3UXE9	ENSMUSG00000073402	HLA-A
P01891	ENSG00000231834	G3UXE9	ENSMUSG00000073402	HLA-A
P01891	ENSG00000224320	G3UXE9	ENSMUSG00000073402	HLA-A
P01891	ENSG00000235657	G3UXE9	ENSMUSG00000073402	HLA-A
P01891	ENSG00000206503	G3UXE9	ENSMUSG00000073402	HLA-A
P01891	ENSG00000227715	G3UXE9	ENSMUSG00000073402	HLA-A
P01891	ENSG00000206505	G3UXE9	ENSMUSG00000073402	HLA-A
P01891	ENSG00000223980	G3UXE9	ENSMUSG00000073402	HLA-A
Q6PIY7	ENSG00000164329	Q91YI6	ENSMUSG00000042167	PAPD4
Q9Y6M5	ENSG00000170385	Q60738	ENSMUSG00000110850	SLC30A1
Q9Y6M5	ENSG00000170385	Q60738	ENSMUSG00000037434	SLC30A1
A6PVC2	ENSG00000138892	A4Q9F1	ENSMUSG00000022388	TTLL8
Q86VU5	ENSG00000165644	Q8BIG7	ENSMUSG00000021773	COMTD1
Q9NWB1	ENSG00000078328	Q9JJ43	ENSMUSG00000008658	RBFOX1
Q96MH7	ENSG00000172244	Q3UJC8	ENSMUSG00000062822	C5orf34
Q9BYB0	ENSG00000283243	Q4ACU6	ENSMUSG00000022623	SHANK3
Q9BYB0	ENSG00000251322	Q4ACU6	ENSMUSG00000022623	SHANK3
Q9NXG0	ENSG00000044459	A2AM05	ENSMUSG00000038070	CNTLN
P47883	ENSG00000180068	Q7TRX3	ENSMUSG00000043692	OR3A4P
O76003	ENSG00000108010	Q9CQM9	ENSMUSG00000031068	GLRX3
P13646	ENSG00000171401	P08730	ENSMUSG00000044041	KRT13
O43708	ENSG00000100577	Q9WVL0	ENSMUSG00000021033	GSTZ1
O75954	ENSG00000011105	Q8BJU2	ENSMUSG00000030352	TSPAN9
Q9H1X3	ENSG00000059769	A2ALW5	ENSMUSG00000070972	DNAJC25
Q9H1X3	ENSG00000244115	A2ALW5	ENSMUSG00000070972	DNAJC25
Q6ZRT6	ENSG00000184814	D3YWX5	ENSMUSG00000063058	PRR23B
A6NGA9	ENSG00000187806	Q80W35	ENSMUSG00000049526	TMEM202
Q96GY3	ENSG00000267796	Q9D8N6	ENSMUSG00000036845	LIN37
O43281	ENSG00000100842	Q64355	ENSMUSG00000022203	EFS
C9JJH3	ENSG00000231396	H9KUY1	-	USP17L10
Q9NRX1	ENSG00000115946	Q9CPS7	ENSMUSG00000020116	PNO1
O14625	ENSG00000169248	Q9JHH5	ENSMUSG00000060183	CXCL11
Q8TD94	ENSG00000266265	Q19A41	ENSMUSG00000073209	KLF14
P61006	ENSG00000167461	P55258	ENSMUSG00000003037	RAB8A
Q8TF01	ENSG00000132424	A2AJT4	ENSMUSG00000028248	PNISR
Q15700	ENSG00000150672	Q91XM9	ENSMUSG00000052572	DLG2
H0YIS7	ENSG00000161939	Q9DCT6	ENSMUSG00000020831	RNASEK-C17orf49
P06307	ENSG00000187094	P09240	ENSMUSG00000032532	CCK
Q9P267	ENSG00000204406	B1AYB6	ENSMUSG00000036792	MBD5
Q63ZE4	ENSG00000184999	Q96LX3	ENSMUSG00000052562	SLC22A10
Q15562	ENSG00000074219	P48301	ENSMUSG00000030796	TEAD2
P14136	ENSG00000131095	P03995	ENSMUSG00000020932	GFAP
Q8NBN3	ENSG00000103978	Q8BXN9	ENSMUSG00000033808	TMEM87A
Q92870	ENSG00000163697	Q9DBR4	ENSMUSG00000029207	APBB2
Q16384	ENSG00000126752	Q6XAS2	ENSMUSG00000071816	SSX1
Q9HC77	ENSG00000151849	Q569L8	ENSMUSG00000064128	CENPJ
Q6ZQQ2	ENSG00000214929	E9QA35	ENSMUSG00000050876	SPATA31D1
P52292	ENSG00000182481	P52293	ENSMUSG00000018362	KPNA2
P36952	ENSG00000206075	P70124	ENSMUSG00000067006	SERPINB5
Q6X9E4	ENSG00000164049	Q8BI57	ENSMUSG00000049314	FBXW12
P0C671	ENSG00000189325	Q8CC96	ENSMUSG00000048905	C6orf222
A4FU69	ENSG00000176927	A0JP43	ENSMUSG00000050944	EFCAB5
O75841	ENSG00000114638	Q9Z2C6	ENSMUSG00000049436	UPK1B
Q8N1M1	ENSG00000127325	Q6H1V1	ENSMUSG00000020169	BEST3
P78413	ENSG00000113430	Q9QY61	ENSMUSG00000021604	IRX4
Q8NDA2	ENSG00000148357	A2AJ76	ENSMUSG00000055632	HMCN2
P09564	ENSG00000173762	P50283	ENSMUSG00000025163	CD7
O60231	ENSG00000227222	G3X8X0	ENSMUSG00000024422	DHX16
O60231	ENSG00000233418	G3X8X0	ENSMUSG00000024422	DHX16
O60231	ENSG00000206486	G3X8X0	ENSMUSG00000024422	DHX16
O60231	ENSG00000233049	G3X8X0	ENSMUSG00000024422	DHX16
O60231	ENSG00000204560	G3X8X0	ENSMUSG00000024422	DHX16
O60231	ENSG00000226171	G3X8X0	ENSMUSG00000024422	DHX16
O60231	ENSG00000231377	G3X8X0	ENSMUSG00000024422	DHX16
O60231	ENSG00000233561	G3X8X0	ENSMUSG00000024422	DHX16
D6RBQ6	ENSG00000249104	H9KUY1	-	USP17L17
Q8NH73	ENSG00000174982	A2AV13	ENSMUSG00000060827	OR4S2
Q8TBY9	ENSG00000158023	E9Q743	ENSMUSG00000029442	WDR66
Q9H7X0	ENSG00000122390	Q9DBU2	ENSMUSG00000005982	NAA60
O95622	ENSG00000173175	P84309	ENSMUSG00000022840	ADCY5
Q86W74	ENSG00000186106	Q8BTZ5	ENSMUSG00000048307	ANKRD46
P01242	ENSG00000136487	P06880	ENSMUSG00000020713	GH2
C9JMV9	ENSG00000114786	Q99JW2	ENSMUSG00000023262	ABHD14A-ACY1
P54821	ENSG00000116132	P63013	ENSMUSG00000026586	PRRX1
Q9BTF0	ENSG00000138050	Q9CZB3	ENSMUSG00000024246	THUMPD2
Q0P6D2	ENSG00000187773	Q8BQT2	ENSMUSG00000047992	FAM69C
Q9HC56	ENSG00000184226	F8VPK8	ENSMUSG00000055421	PCDH9
Q8NE01	ENSG00000168763	Q32NY4	ENSMUSG00000001138	CNNM3
Q9Y253	ENSG00000170734	Q9JJN0	ENSMUSG00000023953	POLH
Q9P227	ENSG00000273780	Q69ZH9	ENSMUSG00000049807	ARHGAP23
Q9P227	ENSG00000275832	Q69ZH9	ENSMUSG00000049807	ARHGAP23
Q9NRM0	ENSG00000109667	Q3T9X0	ENSMUSG00000005107	SLC2A9
D6RBQ6	ENSG00000249104	E9Q9U0	ENSMUSG00000062369	USP17L17
Q8NBD8	ENSG00000198133	Q8BFQ2	ENSMUSG00000046157	TMEM229B
Q6UXZ3	ENSG00000204345	A2A7W0	-	CD300LD
Q9UIS9	ENSG00000141644	Q9Z2E2	ENSMUSG00000024561	MBD1
Q8N456	ENSG00000165383	Q9CQ07	ENSMUSG00000041673	LRRC18
O75084	ENSG00000155760	Q61090	ENSMUSG00000041075	FZD7
Q9NRD9	ENSG00000137857	A2AQ92	ENSMUSG00000033268	DUOX1
Q86UY6	ENSG00000110583	Q8VE10	ENSMUSG00000024764	NAA40
P04278	ENSG00000129214	P97497	ENSMUSG00000005202	SHBG
Q05397	ENSG00000169398	P34152	ENSMUSG00000022607	PTK2
P16989	ENSG00000060138	Q9JKB3	ENSMUSG00000030189	YBX3
P09488	ENSG00000134184	P15626	ENSMUSG00000040562	GSTM1
Q9P0T7	ENSG00000116857	Q9CR23	ENSMUSG00000026411	TMEM9
Q86UP6	ENSG00000138161	P70412	ENSMUSG00000040205	CUZD1
Q6P1X5	ENSG00000064313	Q8C176	ENSMUSG00000037343	TAF2
Q6P3W7	ENSG00000136021	Q8CFE4	ENSMUSG00000069539	SCYL2
Q9UNH5	ENSG00000079335	Q6GQT0	ENSMUSG00000033502	CDC14A
Q7Z6E9	ENSG00000122257	P97868	ENSMUSG00000030779	RBBP6
Q6PF06	ENSG00000165275	Q9D075	ENSMUSG00000035601	TRMT10B
P58004	ENSG00000130766	P58043	ENSMUSG00000028893	SESN2
Q8N9V7	ENSG00000173769	E5FYH1	ENSMUSG00000094985	TOPAZ1
A0PJZ3	ENSG00000172986	Q810K9	ENSMUSG00000030074	GXYLT2
Q765I0	ENSG00000188958	Q765I1	ENSMUSG00000056423	UTS2B
P59282	ENSG00000179636	Q0P5Y3	ENSMUSG00000008813	TPPP2
P43657	ENSG00000139679	Q8BMC0	ENSMUSG00000033446	LPAR6
Q86UG4	ENSG00000205359	J3QNA4	-	SLCO6A1
Q9NQT6	ENSG00000106328	Q9QXW4	ENSMUSG00000029707	FSCN3
Q8NGR2	ENSG00000171459	Q8VFT2	ENSMUSG00000059429	OR1L6
Q16665	ENSG00000100644	Q61221	ENSMUSG00000021109	HIF1A
Q9P0K8	ENSG00000065970	Q9ES18	ENSMUSG00000003154	FOXJ2
C9JVI0	ENSG00000233136	G5E8G2	ENSMUSG00000057321	USP17L11
Q86U44	ENSG00000165819	Q8C3P7	ENSMUSG00000022160	METTL3
Q6ZMT1	ENSG00000141750	Q8R1B0	ENSMUSG00000017400	STAC2
Q9BR10	ENSG00000149634	Q9DA57	ENSMUSG00000017767	SPATA25
Q86Y37	ENSG00000151893	Q8R0X2	ENSMUSG00000033417	CACUL1
Q3B820	ENSG00000170264	Q8QZV6	ENSMUSG00000049811	FAM161A
Q8NGP3	ENSG00000150269	Q7TR85	ENSMUSG00000099820	OR5M9
Q9BVV6	ENSG00000100578	E9PV87	ENSMUSG00000034601	KIAA0586
Q5JU67	ENSG00000160401	Q0VFX2	ENSMUSG00000038987	CFAP157
Q92502	ENSG00000130052	Q8K031	ENSMUSG00000031216	STARD8
A6NCK2	ENSG00000144010	Q3TL54	ENSMUSG00000090693	TRIM43B
P53674	ENSG00000100122	Q9WVJ5	ENSMUSG00000029343	CRYBB1
O95409	ENSG00000043355	Q62520	ENSMUSG00000061524	ZIC2
Q31612	ENSG00000232126	P01898	ENSMUSG00000067235	HLA-B
Q31612	ENSG00000224608	P01898	ENSMUSG00000067235	HLA-B
Q31612	ENSG00000206450	P01898	ENSMUSG00000067235	HLA-B
Q31612	ENSG00000223532	P01898	ENSMUSG00000067235	HLA-B
Q31612	ENSG00000228964	P01898	ENSMUSG00000067235	HLA-B
Q31612	ENSG00000234745	P01898	ENSMUSG00000067235	HLA-B
O15382	ENSG00000105552	O35855	ENSMUSG00000030826	BCAT2
P07225	ENSG00000184500	Q08761	ENSMUSG00000022912	PROS1
Q9BUL8	ENSG00000114209	Q8VE70	ENSMUSG00000027835	PDCD10
P13473	ENSG00000005893	P17047	ENSMUSG00000016534	LAMP2
Q9BPY8	ENSG00000171476	Q8R1H0	ENSMUSG00000059325	HOPX
Q9ULJ8	ENSG00000158528	H3BJD6	ENSMUSG00000032827	PPP1R9A
P49895	ENSG00000211452	Q61153	ENSMUSG00000034785	DIO1
P29400	ENSG00000188153	Q63ZW6	ENSMUSG00000031274	COL4A5
Q96BQ3	ENSG00000144015	P86448	ENSMUSG00000079162	TRIM43
P61964	ENSG00000196363	P61965	ENSMUSG00000026917	WDR5
P08842	ENSG00000101846	P50427	-	STS
O95696	ENSG00000100425	E9PZ26	ENSMUSG00000022387	BRD1
O95453	ENSG00000274829	Q8VDG3	ENSMUSG00000022685	PARN
O95453	ENSG00000140694	Q8VDG3	ENSMUSG00000022685	PARN
Q8NF37	ENSG00000153395	Q3TFD2	ENSMUSG00000021608	LPCAT1
Q8NF37	ENSG00000275079	Q3TFD2	ENSMUSG00000021608	LPCAT1
Q9H583	ENSG00000119285	G3X9B1	ENSMUSG00000050244	HEATR1
O75122	ENSG00000163539	Q8BRT1	ENSMUSG00000033392	CLASP2
P49326	ENSG00000131781	P97872	ENSMUSG00000028088	FMO5
Q96HR9	ENSG00000115255	Q9JM62	ENSMUSG00000035504	REEP6
Q14258	ENSG00000121060	Q61510	ENSMUSG00000000275	TRIM25
P01562	ENSG00000197919	Q61716	ENSMUSG00000100549	IFNA13; IFNA1
P01562	ENSG00000233816	Q61716	ENSMUSG00000100549	IFNA13; IFNA1
Q92953	ENSG00000182674	A6H8H5	ENSMUSG00000092083	KCNB2
Q9H2Z4	ENSG00000125816	Q9EQM3	ENSMUSG00000054160	NKX2-4
Q9H239	ENSG00000278843	Q8CGV8	ENSMUSG00000020682	MMP28
Q9H239	ENSG00000271447	Q8CGV8	ENSMUSG00000020682	MMP28
O14562	ENSG00000103353	Q78JW9	ENSMUSG00000030870	UBFD1
Q9UIM3	ENSG00000223666	O35450	ENSMUSG00000033739	FKBPL
Q9UIM3	ENSG00000230907	O35450	ENSMUSG00000033739	FKBPL
Q9UIM3	ENSG00000204315	O35450	ENSMUSG00000033739	FKBPL
Q9UIM3	ENSG00000224200	O35450	ENSMUSG00000033739	FKBPL
Q9ULC3	ENSG00000112210	P35288	ENSMUSG00000004768	RAB23
Q8NG84	ENSG00000187080	Q5NCD7	ENSMUSG00000108265	OR2AK2
P10588	ENSG00000160113	P43136	ENSMUSG00000002393	NR2F6
Q7L8C5	ENSG00000019505	Q9EQT6	ENSMUSG00000027220	SYT13
Q5VV17	ENSG00000165312	Q9CUB6	ENSMUSG00000043415	OTUD1
P60372	ENSG00000215454	E9Q2H5	ENSMUSG00000094120	KRTAP10-4
P15954	ENSG00000127184	J3QNB4	-	COX7C
P17706	ENSG00000175354	Q06180	ENSMUSG00000024539	PTPN2
O75152	ENSG00000058673	Q6NZF1	ENSMUSG00000102976	ZC3H11A
Q00059	ENSG00000108064	P40630	ENSMUSG00000003923	TFAM
Q08477	ENSG00000186529	Q99N16	ENSMUSG00000003484	CYP4F3
Q05215	ENSG00000135625	Q9WUF2	ENSMUSG00000071341	EGR4
Q8IWT0	ENSG00000176261	Q505B7	ENSMUSG00000057572	ZBTB8OS
P08887	ENSG00000160712	P22272	ENSMUSG00000027947	IL6R
A8MX19	-	Q9D4F3	-	FAM90A12P
O95452	ENSG00000121742	P70689	ENSMUSG00000040055	GJB6
O95292	ENSG00000124164	Q9QY76	ENSMUSG00000054455	VAPB
Q86UR1	ENSG00000188747	Q8CJ00	ENSMUSG00000036805	NOXA1
P01569	ENSG00000147873	P07350	ENSMUSG00000101252	IFNA5
Q9NYQ6	ENSG00000075275	O35161	ENSMUSG00000016028	CELSR1
Q8N3T6	ENSG00000181234	Q8CEF9	ENSMUSG00000034324	TMEM132C
P56134	ENSG00000241468	P56135	ENSMUSG00000038690	ATP5J2
Q02548	ENSG00000196092	Q02650	ENSMUSG00000014030	PAX5
P17655	ENSG00000162909	O08529	ENSMUSG00000026509	CAPN2
Q9UKG9	ENSG00000005469	Q9DC50	ENSMUSG00000003623	CROT
Q8N8E3	ENSG00000154240	Q5PR68	ENSMUSG00000020728	CEP112
P06870	ENSG00000167748	P15948	ENSMUSG00000060177	KLK1
P01588	ENSG00000130427	P07321	ENSMUSG00000029711	EPO
P22888	ENSG00000138039	P30730	ENSMUSG00000024107	LHCGR
Q5VWM3	ENSG00000282212	Q9D2F1	ENSMUSG00000028591	PRAMEF18
Q5VWM3	ENSG00000279804	Q9D2F1	ENSMUSG00000028591	PRAMEF18
Q5VWM3	ENSG00000277853	Q9D2F1	ENSMUSG00000028591	PRAMEF18
O95081	ENSG00000106351	Q80WC7	ENSMUSG00000029722	AGFG2
Q5BJH2	ENSG00000132406	Q9CZB9	ENSMUSG00000067365	TMEM128
P07585	ENSG00000011465	P28654	ENSMUSG00000019929	DCN
O14503	ENSG00000134107	O35185	ENSMUSG00000030103	BHLHE40
Q9HA90	ENSG00000114654	Q9JJF6	ENSMUSG00000068263	EFCC1
Q9BVG9	ENSG00000282367	Q9Z1X2	ENSMUSG00000025495	PTDSS2
Q9BVG9	ENSG00000174915	Q9Z1X2	ENSMUSG00000025495	PTDSS2
Q6P093	ENSG00000261846	B2RWD2	ENSMUSG00000091376	AADACL2
Q6P093	ENSG00000197953	B2RWD2	ENSMUSG00000091376	AADACL2
