Human Uniprot	Human Ensembl	Mouse Uniprot	Mouse Ensembl
Q9Y376	ENSG00000135932	Q06138	ENSMUSG00000036707
Q8N423	ENSG00000275463; ENSG00000274513; ENSG00000276146; ENSG00000131042; ENSG00000277751	P97484	ENSMUSG00000058818
Q9BT30	ENSG00000125652	Q9D6Z0	ENSMUSG00000002661
Q9Y2I9	ENSG00000111490	Q69ZT9	ENSMUSG00000052302
Q00056	ENSG00000197576	P06798	ENSMUSG00000000942
Q8NBJ9	ENSG00000149577	Q8CIF6	ENSMUSG00000034908
Q9H221	ENSG00000143921	Q9DBM0	ENSMUSG00000024254
P57723	ENSG00000090097	P57724	ENSMUSG00000023495
Q93099	ENSG00000113924	O09173	ENSMUSG00000022821
P42680	ENSG00000135605	P24604	ENSMUSG00000029217
Q9ULH0	ENSG00000134313	E9Q9B7	ENSMUSG00000036333
Q96IW2	ENSG00000105251	O88834	ENSMUSG00000039154
P43405	ENSG00000165025	P48025	ENSMUSG00000021457
P01891	ENSG00000229215; ENSG00000231834; ENSG00000224320; ENSG00000235657; ENSG00000206503; ENSG00000227715; ENSG00000206505; ENSG00000223980	G3UXE9	ENSMUSG00000073402
Q6PIY7	ENSG00000164329	Q91YI6	ENSMUSG00000042167
Q9Y6M5	ENSG00000170385	Q60738	ENSMUSG00000110850; ENSMUSG00000037434
A6PVC2	ENSG00000138892	A4Q9F1	ENSMUSG00000022388
Q86VU5	ENSG00000165644	Q8BIG7	ENSMUSG00000021773
Q9NWB1	ENSG00000078328	Q9JJ43	ENSMUSG00000008658
Q96MH7	ENSG00000172244	Q3UJC8	ENSMUSG00000062822
Q9BYB0	ENSG00000283243; ENSG00000251322	Q4ACU6	ENSMUSG00000022623
Q9NXG0	ENSG00000044459	A2AM05	ENSMUSG00000038070
P47883	ENSG00000180068	Q7TRX3	ENSMUSG00000043692
O76003	ENSG00000108010	Q9CQM9	ENSMUSG00000031068
P13646	ENSG00000171401	P08730	ENSMUSG00000044041
O43708	ENSG00000100577	Q9WVL0	ENSMUSG00000021033
O75954	ENSG00000011105	Q8BJU2	ENSMUSG00000030352
Q9H1X3	ENSG00000059769; ENSG00000244115	A2ALW5	ENSMUSG00000070972
Q6ZRT6	ENSG00000184814	D3YWX5	ENSMUSG00000063058
A6NGA9	ENSG00000187806	Q80W35	ENSMUSG00000049526
Q96GY3	ENSG00000267796	Q9D8N6	ENSMUSG00000036845
O43281	ENSG00000100842	Q64355	ENSMUSG00000022203
C9JJH3	ENSG00000231396	H9KUY1	-
Q9NRX1	ENSG00000115946	Q9CPS7	ENSMUSG00000020116
O14625	ENSG00000169248	Q9JHH5	ENSMUSG00000060183
Q8TD94	ENSG00000266265	Q19A41	ENSMUSG00000073209
P61006	ENSG00000167461	P55258	ENSMUSG00000003037
Q8TF01	ENSG00000132424	A2AJT4	ENSMUSG00000028248
Q15700	ENSG00000150672	Q91XM9	ENSMUSG00000052572
H0YIS7	ENSG00000161939	Q9DCT6	ENSMUSG00000020831
P06307	ENSG00000187094	P09240	ENSMUSG00000032532
Q9P267	ENSG00000204406	B1AYB6	ENSMUSG00000036792
Q63ZE4	ENSG00000184999	Q96LX3	ENSMUSG00000052562
Q15562	ENSG00000074219	P48301	ENSMUSG00000030796
P14136	ENSG00000131095	P03995	ENSMUSG00000020932
Q8NBN3	ENSG00000103978	Q8BXN9	ENSMUSG00000033808
Q92870	ENSG00000163697	Q9DBR4	ENSMUSG00000029207
Q16384	ENSG00000126752	Q6XAS2	ENSMUSG00000071816
Q9HC77	ENSG00000151849	Q569L8	ENSMUSG00000064128
Q6ZQQ2	ENSG00000214929	E9QA35	ENSMUSG00000050876
P52292	ENSG00000182481	P52293	ENSMUSG00000018362
P36952	ENSG00000206075	P70124	ENSMUSG00000067006
Q6X9E4	ENSG00000164049	Q8BI57	ENSMUSG00000049314
P0C671	ENSG00000189325	Q8CC96	ENSMUSG00000048905
A4FU69	ENSG00000176927	A0JP43	ENSMUSG00000050944
O75841	ENSG00000114638	Q9Z2C6	ENSMUSG00000049436
Q8N1M1	ENSG00000127325	Q6H1V1	ENSMUSG00000020169
P78413	ENSG00000113430	Q9QY61	ENSMUSG00000021604
Q8NDA2	ENSG00000148357	A2AJ76	ENSMUSG00000055632
P09564	ENSG00000173762	P50283	ENSMUSG00000025163
O60231	ENSG00000227222; ENSG00000233418; ENSG00000206486; ENSG00000233049; ENSG00000204560; ENSG00000226171; ENSG00000231377; ENSG00000233561	G3X8X0	ENSMUSG00000024422
D6RBQ6	ENSG00000249104	H9KUY1	-
Q8NH73	ENSG00000174982	A2AV13	ENSMUSG00000060827
Q8TBY9	ENSG00000158023	E9Q743	ENSMUSG00000029442
Q9H7X0	ENSG00000122390	Q9DBU2	ENSMUSG00000005982
O95622	ENSG00000173175	P84309	ENSMUSG00000022840
Q86W74	ENSG00000186106	Q8BTZ5	ENSMUSG00000048307
P01242	ENSG00000136487	P06880	ENSMUSG00000020713
C9JMV9	ENSG00000114786	Q99JW2	ENSMUSG00000023262
P54821	ENSG00000116132	P63013	ENSMUSG00000026586
Q9BTF0	ENSG00000138050	Q9CZB3	ENSMUSG00000024246
Q0P6D2	ENSG00000187773	Q8BQT2	ENSMUSG00000047992
Q9HC56	ENSG00000184226	F8VPK8	ENSMUSG00000055421
Q8NE01	ENSG00000168763	Q32NY4	ENSMUSG00000001138
Q9Y253	ENSG00000170734	Q9JJN0	ENSMUSG00000023953
Q9P227	ENSG00000273780; ENSG00000275832	Q69ZH9	ENSMUSG00000049807
Q9NRM0	ENSG00000109667	Q3T9X0	ENSMUSG00000005107
D6RBQ6	ENSG00000249104	E9Q9U0	ENSMUSG00000062369
Q8NBD8	ENSG00000198133	Q8BFQ2	ENSMUSG00000046157
Q6UXZ3	ENSG00000204345	A2A7W0	-
Q9UIS9	ENSG00000141644	Q9Z2E2	ENSMUSG00000024561
Q8N456	ENSG00000165383	Q9CQ07	ENSMUSG00000041673
O75084	ENSG00000155760	Q61090	ENSMUSG00000041075
Q9NRD9	ENSG00000137857	A2AQ92	ENSMUSG00000033268
Q86UY6	ENSG00000110583	Q8VE10	ENSMUSG00000024764
P04278	ENSG00000129214	P97497	ENSMUSG00000005202
Q05397	ENSG00000169398	P34152	ENSMUSG00000022607
P16989	ENSG00000060138	Q9JKB3	ENSMUSG00000030189
P09488	ENSG00000134184	P15626	ENSMUSG00000040562
Q9P0T7	ENSG00000116857	Q9CR23	ENSMUSG00000026411
Q86UP6	ENSG00000138161	P70412	ENSMUSG00000040205
Q6P1X5	ENSG00000064313	Q8C176	ENSMUSG00000037343
Q6P3W7	ENSG00000136021	Q8CFE4	ENSMUSG00000069539
Q9UNH5	ENSG00000079335	Q6GQT0	ENSMUSG00000033502
Q7Z6E9	ENSG00000122257	P97868	ENSMUSG00000030779
Q6PF06	ENSG00000165275	Q9D075	ENSMUSG00000035601
P58004	ENSG00000130766	P58043	ENSMUSG00000028893
Q8N9V7	ENSG00000173769	E5FYH1	ENSMUSG00000094985
A0PJZ3	ENSG00000172986	Q810K9	ENSMUSG00000030074
Q765I0	ENSG00000188958	Q765I1	ENSMUSG00000056423
P59282	ENSG00000179636	Q0P5Y3	ENSMUSG00000008813
P43657	ENSG00000139679	Q8BMC0	ENSMUSG00000033446
Q86UG4	ENSG00000205359	J3QNA4	-
Q9NQT6	ENSG00000106328	Q9QXW4	ENSMUSG00000029707
Q8NGR2	ENSG00000171459	Q8VFT2	ENSMUSG00000059429
Q16665	ENSG00000100644	Q61221	ENSMUSG00000021109
Q9P0K8	ENSG00000065970	Q9ES18	ENSMUSG00000003154
C9JVI0	ENSG00000233136	G5E8G2	ENSMUSG00000057321
Q86U44	ENSG00000165819	Q8C3P7	ENSMUSG00000022160
Q6ZMT1	ENSG00000141750	Q8R1B0	ENSMUSG00000017400
Q9BR10	ENSG00000149634	Q9DA57	ENSMUSG00000017767
Q86Y37	ENSG00000151893	Q8R0X2	ENSMUSG00000033417
Q3B820	ENSG00000170264	Q8QZV6	ENSMUSG00000049811
Q8NGP3	ENSG00000150269	Q7TR85	ENSMUSG00000099820
Q9BVV6	ENSG00000100578	E9PV87	ENSMUSG00000034601
Q5JU67	ENSG00000160401	Q0VFX2	ENSMUSG00000038987
Q92502	ENSG00000130052	Q8K031	ENSMUSG00000031216
A6NCK2	ENSG00000144010	Q3TL54	ENSMUSG00000090693
P53674	ENSG00000100122	Q9WVJ5	ENSMUSG00000029343
O95409	ENSG00000043355	Q62520	ENSMUSG00000061524
Q31612	ENSG00000232126; ENSG00000224608; ENSG00000206450; ENSG00000223532; ENSG00000228964; ENSG00000234745	P01898	ENSMUSG00000067235
O15382	ENSG00000105552	O35855	ENSMUSG00000030826
P07225	ENSG00000184500	Q08761	ENSMUSG00000022912
Q9BUL8	ENSG00000114209	Q8VE70	ENSMUSG00000027835
P13473	ENSG00000005893	P17047	ENSMUSG00000016534
Q9BPY8	ENSG00000171476	Q8R1H0	ENSMUSG00000059325
Q9ULJ8	ENSG00000158528	H3BJD6	ENSMUSG00000032827
P49895	ENSG00000211452	Q61153	ENSMUSG00000034785
P29400	ENSG00000188153	Q63ZW6	ENSMUSG00000031274
Q96BQ3	ENSG00000144015	P86448	ENSMUSG00000079162
P61964	ENSG00000196363	P61965	ENSMUSG00000026917
P08842	ENSG00000101846	P50427	-
O95696	ENSG00000100425	E9PZ26	ENSMUSG00000022387
O95453	ENSG00000274829; ENSG00000140694	Q8VDG3	ENSMUSG00000022685
Q8NF37	ENSG00000153395; ENSG00000275079	Q3TFD2	ENSMUSG00000021608
Q9H583	ENSG00000119285	G3X9B1	ENSMUSG00000050244
O75122	ENSG00000163539	Q8BRT1	ENSMUSG00000033392
P49326	ENSG00000131781	P97872	ENSMUSG00000028088
Q96HR9	ENSG00000115255	Q9JM62	ENSMUSG00000035504
Q14258	ENSG00000121060	Q61510	ENSMUSG00000000275
P01562	ENSG00000197919; ENSG00000233816	Q61716	ENSMUSG00000100549
Q92953	ENSG00000182674	A6H8H5	ENSMUSG00000092083
Q9H2Z4	ENSG00000125816	Q9EQM3	ENSMUSG00000054160
Q9H239	ENSG00000278843; ENSG00000271447	Q8CGV8	ENSMUSG00000020682
O14562	ENSG00000103353	Q78JW9	ENSMUSG00000030870
Q9UIM3	ENSG00000223666; ENSG00000230907; ENSG00000204315; ENSG00000224200	O35450	ENSMUSG00000033739
Q9ULC3	ENSG00000112210	P35288	ENSMUSG00000004768
Q8NG84	ENSG00000187080	Q5NCD7	ENSMUSG00000108265
P10588	ENSG00000160113	P43136	ENSMUSG00000002393
Q7L8C5	ENSG00000019505	Q9EQT6	ENSMUSG00000027220
Q5VV17	ENSG00000165312	Q9CUB6	ENSMUSG00000043415
P60372	ENSG00000215454	E9Q2H5	ENSMUSG00000094120
P15954	ENSG00000127184	J3QNB4	-
P17706	ENSG00000175354	Q06180	ENSMUSG00000024539
O75152	ENSG00000058673	Q6NZF1	ENSMUSG00000102976
Q00059	ENSG00000108064	P40630	ENSMUSG00000003923
Q08477	ENSG00000186529	Q99N16	ENSMUSG00000003484
Q05215	ENSG00000135625	Q9WUF2	ENSMUSG00000071341
Q8IWT0	ENSG00000176261	Q505B7	ENSMUSG00000057572
P08887	ENSG00000160712	P22272	ENSMUSG00000027947
A8MX19	-	Q9D4F3	-
O95452	ENSG00000121742	P70689	ENSMUSG00000040055
O95292	ENSG00000124164	Q9QY76	ENSMUSG00000054455
Q86UR1	ENSG00000188747	Q8CJ00	ENSMUSG00000036805
P01569	ENSG00000147873	P07350	ENSMUSG00000101252
Q9NYQ6	ENSG00000075275	O35161	ENSMUSG00000016028
Q8N3T6	ENSG00000181234	Q8CEF9	ENSMUSG00000034324
P56134	ENSG00000241468	P56135	ENSMUSG00000038690
Q02548	ENSG00000196092	Q02650	ENSMUSG00000014030
P17655	ENSG00000162909	O08529	ENSMUSG00000026509
Q9UKG9	ENSG00000005469	Q9DC50	ENSMUSG00000003623
Q8N8E3	ENSG00000154240	Q5PR68	ENSMUSG00000020728
P06870	ENSG00000167748	P15948	ENSMUSG00000060177
P01588	ENSG00000130427	P07321	ENSMUSG00000029711
P22888	ENSG00000138039	P30730	ENSMUSG00000024107
Q5VWM3	ENSG00000282212; ENSG00000279804; ENSG00000277853	Q9D2F1	ENSMUSG00000028591
O95081	ENSG00000106351	Q80WC7	ENSMUSG00000029722
Q5BJH2	ENSG00000132406	Q9CZB9	ENSMUSG00000067365
P07585	ENSG00000011465	P28654	ENSMUSG00000019929
O14503	ENSG00000134107	O35185	ENSMUSG00000030103
Q9HA90	ENSG00000114654	Q9JJF6	ENSMUSG00000068263
Q9BVG9	ENSG00000282367; ENSG00000174915	Q9Z1X2	ENSMUSG00000025495
Q6P093	ENSG00000261846; ENSG00000197953	B2RWD2	ENSMUSG00000091376
Q15904	ENSG00000071553	Q9R1Q9	ENSMUSG00000019087
Q9ULH4	ENSG00000156564	Q80TG9	ENSMUSG00000040490
P49758	ENSG00000182732	Q9Z2H2	ENSMUSG00000021219
Q8N1K5	ENSG00000275122; ENSG00000172673	Q8BGW0	ENSMUSG00000049109
Q08357	ENSG00000168575	Q80UP8	ENSMUSG00000037656
Q2TAL5	ENSG00000188176	Q8CI12	ENSMUSG00000045667
Q96R54	ENSG00000241128	Q7TS06	ENSMUSG00000062878
Q63ZE4	ENSG00000184999	Q76M72	ENSMUSG00000067656
Q9Y291	ENSG00000090263	Q9D2R8	ENSMUSG00000029918
Q9UJJ9	ENSG00000090581	Q6S5C2	ENSMUSG00000035521
Q6P3R8	ENSG00000197168	Q7TSC3	ENSMUSG00000037738
P01009	ENSG00000277377; ENSG00000197249	P07758	ENSMUSG00000066366; ENSMUSG00000071177
P51809	ENSG00000124333	P70280	ENSMUSG00000051412
P46060	ENSG00000100401	P46061	ENSMUSG00000022391
P17025	ENSG00000147118	Q6P560	ENSMUSG00000054737
Q13491	ENSG00000046653	P35803	ENSMUSG00000031342
Q8NGA2	-	Q9JHB2	ENSMUSG00000048101
P13861	ENSG00000114302	P12367	ENSMUSG00000032601
P0CG31	ENSG00000249459	Q8C0E6	ENSMUSG00000047342
Q16854	ENSG00000114956	Q9QX60	ENSMUSG00000014554
Q8N7F7	ENSG00000186150	Q9CQ84	ENSMUSG00000055891
O95847	ENSG00000153291	Q9D6D0	ENSMUSG00000023912
Q9Y371	ENSG00000097033	Q9JK48	ENSMUSG00000037062
P57771	ENSG00000135824	Q8BXT1	ENSMUSG00000042671
Q7Z794	ENSG00000189182	Q6IFZ6	ENSMUSG00000067594
O60234	ENSG00000130755	Q9ERL7	ENSMUSG00000060791
Q9UMX5	ENSG00000117691	Q9CQ45	ENSMUSG00000037499
P01571	ENSG00000234829	Q80SU4	ENSMUSG00000063376
Q9NYB0	ENSG00000166848	Q91VL8	ENSMUSG00000033430
Q9H6V9	ENSG00000118961	Q8BVA5	ENSMUSG00000037669
Q86UL8	ENSG00000187391	Q9WVQ1	ENSMUSG00000040003
Q9NP99	ENSG00000124731	Q9JKE2	ENSMUSG00000042265
O60353	ENSG00000164930	Q61089	ENSMUSG00000022297; ENSMUSG00000107137
Q14686	ENSG00000198646	Q9JL19	ENSMUSG00000038369
Q9H9D4	ENSG00000175213	H7BX78	ENSMUSG00000075040
Q8N3Y1	ENSG00000174989	Q8BIA4	ENSMUSG00000032867
P48594	ENSG00000206073	Q9D1Q5	ENSMUSG00000073602
Q01523	ENSG00000164816	P50706	-
Q9NYW8	ENSG00000146587	Q8BQC8	ENSMUSG00000061898
O60245	ENSG00000169851	E9Q2S0	ENSMUSG00000029108
P55316	ENSG00000176165	Q60987	ENSMUSG00000020950
P61968	ENSG00000143013	P61969	ENSMUSG00000028266
Q5VU13	ENSG00000188004; ENSG00000243284	Q6P3A4	ENSMUSG00000049598
Q6ZNB7	ENSG00000187546	Q8BS35	ENSMUSG00000050103
Q9BYD3	ENSG00000105364	Q9DCU6	ENSMUSG00000003299
Q96QG7	ENSG00000104643	Q9Z2D0	ENSMUSG00000035078
Q9Y3B3	ENSG00000251201; ENSG00000134970	D3YZZ5	ENSMUSG00000033184
O43766	ENSG00000121897	Q99M04	ENSMUSG00000029199
O00204	ENSG00000088002	O35400	ENSMUSG00000003271
A4D104	ENSG00000219545	E0CX23	ENSMUSG00000089862
P61803	ENSG00000129562	P61804	ENSMUSG00000022174
Q86UA6	ENSG00000129197	Q9CWY9	ENSMUSG00000018449
O75132	ENSG00000100426	Q80WQ9	ENSMUSG00000034333
Q9BXC0	ENSG00000196917	Q8C131	ENSMUSG00000049241
Q9UKX7	ENSG00000093000	Q9JIH2	ENSMUSG00000016619
P54764	ENSG00000116106	Q03137	ENSMUSG00000026235
A2A2V5	ENSG00000180440	Q8CD78	ENSMUSG00000056306
Q93091	ENSG00000169413	Q9D244	ENSMUSG00000021880
Q86Y07	ENSG00000028116	Q8BN21	ENSMUSG00000064090
Q86YS6	ENSG00000172780	Q8CG50	ENSMUSG00000030055
O00155	ENSG00000170128	P0C5I1	ENSMUSG00000052759
O14764	ENSG00000187730	P22933	ENSMUSG00000029054
P01011	ENSG00000196136	Q80X76	ENSMUSG00000066363
Q8NGL3	ENSG00000186113	Q8VFR4	ENSMUSG00000075137
Q969H8	ENSG00000074842	Q9CPT4	ENSMUSG00000019579
Q86XM0	ENSG00000174898	E9Q9F6	ENSMUSG00000040828
P19961	ENSG00000240038	P00688	ENSMUSG00000096569; ENSMUSG00000074268; ENSMUSG00000096770; ENSMUSG00000093931
O60225	ENSG00000165583	A2BI93	ENSMUSG00000068218
D6RCP7	ENSG00000248920	E9Q9U0	ENSMUSG00000062369
Q9UM07	ENSG00000280908; ENSG00000159339	Q9Z183	ENSMUSG00000025330
O95721	ENSG00000099940	Q9ERB0	ENSMUSG00000022765
Q8IV31	ENSG00000178826	E9PX92	ENSMUSG00000071506
O75071	ENSG00000159658	Q8BGQ6	ENSMUSG00000034210
Q9NWM0	ENSG00000088826	Q99K82	ENSMUSG00000027333
P56381	ENSG00000124172	P56382	ENSMUSG00000016252
Q9NQ88	ENSG00000078237	Q8BZA9	ENSMUSG00000038028
Q8N1N0	ENSG00000152672	P70194	ENSMUSG00000014542
Q14152	ENSG00000107581	P23116	ENSMUSG00000024991
Q6UWY0	ENSG00000164291	Q9D2L1	ENSMUSG00000021592
Q9P0M6	ENSG00000099284	Q8CCK0	ENSMUSG00000020086
Q9NST1	ENSG00000100344	Q91WW7	ENSMUSG00000041653
Q9UHW9	ENSG00000140199	Q924N4	ENSMUSG00000027130
Q9BYQ8	ENSG00000212722; ENSG00000262121	Q9D732	ENSMUSG00000045109
P58005	ENSG00000149212	Q9CYP7	ENSMUSG00000032009
Q9UMX1	ENSG00000107882	Q9Z0P7	ENSMUSG00000025231
Q7Z6W7	ENSG00000172404	Q9QYI8	ENSMUSG00000047108
P11586	ENSG00000100714	Q922D8	ENSMUSG00000021048
Q9NRX6	ENSG00000215717	Q80X45	ENSMUSG00000068732
P49588	ENSG00000090861	Q8BGQ7	ENSMUSG00000031960
O95049	ENSG00000105289	Q9QXY1	ENSMUSG00000034917
Q99698	ENSG00000143669	P97412	ENSMUSG00000019726
P04921	ENSG00000136732	Q78HU7	ENSMUSG00000090523
P35579	ENSG00000100345	Q8VDD5	ENSMUSG00000022443
Q96DU3	ENSG00000162739	Q9ET39	ENSMUSG00000015314
P43686	ENSG00000281221; ENSG00000013275	P54775	ENSMUSG00000030603
P14415	ENSG00000129244	P14231	ENSMUSG00000041329
P49802	ENSG00000182901	O54829	ENSMUSG00000026527
Q5VUJ6	ENSG00000130224	Q3UMG5	ENSMUSG00000031290
O14979	ENSG00000152795	Q9Z130	ENSMUSG00000029328
Q6ZMT9	ENSG00000197057	E9PZX1	ENSMUSG00000090326
Q9NPJ6	ENSG00000136146	Q9CQA5	ENSMUSG00000022109
Q96PP9	ENSG00000162654	Q61107	ENSMUSG00000028268
Q9Y4D1	ENSG00000100592	Q8BPM0	ENSMUSG00000034574
Q7RTT6	-	Q8C5Z3	ENSMUSG00000023165
Q9Y2G3	ENSG00000058063	Q6DFW5	ENSMUSG00000037400
P00374	ENSG00000228716	P00375	ENSMUSG00000021707
Q96NG3	ENSG00000204815	Q9D4B2	ENSMUSG00000006784
P18124	ENSG00000147604	P14148	ENSMUSG00000043716
A6NGG8	ENSG00000179270	Q6PAC4	ENSMUSG00000044375
Q969F8	ENSG00000116014	Q91V45	ENSMUSG00000035773
Q6P1Q0	ENSG00000050426	Q924L1	ENSMUSG00000037353
O43676	ENSG00000119013	Q9CQZ6	ENSMUSG00000026032
P09467	ENSG00000165140	Q9QXD6	ENSMUSG00000069805
Q96H86	ENSG00000169951	Q8BHM7	ENSMUSG00000054381
P23919	ENSG00000168393	P97930	ENSMUSG00000026281
Q8NGF8	ENSG00000175619	Q8VGP3	ENSMUSG00000075065
Q8NGI8	ENSG00000176495	E9Q9Z6	ENSMUSG00000060049
Q12884	ENSG00000078098	P97321	ENSMUSG00000000392
Q9H082	ENSG00000172007	O35963	ENSMUSG00000027739
Q6S5H4	ENSG00000230031; ENSG00000278522; ENSG00000233917; ENSG00000278699	Q9D4J9	ENSMUSG00000026774
O75865	ENSG00000007255	Q78XR0	ENSMUSG00000002043
P83110	ENSG00000170801	Q9D236	ENSMUSG00000029096
Q5VXU9	ENSG00000165181	A2ALV5	ENSMUSG00000038598
Q9UKT5	ENSG00000151876	Q8CHQ0	ENSMUSG00000022184
Q9UF56	ENSG00000145743	Q9QZN1	ENSMUSG00000023965
P06731	ENSG00000105388	Q925P2	ENSMUSG00000054385
P32249	ENSG00000169508	Q3U6B2	ENSMUSG00000051212
Q16706	ENSG00000112893	P27046	ENSMUSG00000024085
Q5JSQ8	ENSG00000256980	P0C7A0	ENSMUSG00000085079
Q8N6Y1	ENSG00000280165; ENSG00000197991	Q8BIZ0	ENSMUSG00000050505
Q8IYR2	ENSG00000186532	Q8BTK5	ENSMUSG00000018809
Q9H0W8	ENSG00000105771	Q9DB90	ENSMUSG00000002210
Q6UX98	ENSG00000174165	Q6IR37	ENSMUSG00000006463
Q8N614	ENSG00000121895	D3Z447	ENSMUSG00000037913
Q9H741	ENSG00000111412	Q8BTG6	ENSMUSG00000032840
Q8IVL6	ENSG00000110811	Q8CG70	ENSMUSG00000023191
Q8N108	ENSG00000198160	Q5UAK0	ENSMUSG00000028522
D6R901	ENSG00000249811	G5E8I7	ENSMUSG00000058976
Q6FHJ7	ENSG00000106483	Q9Z1N6	ENSMUSG00000021319
P52943	ENSG00000182809	Q9DCT8	ENSMUSG00000006356
I3L0B7	-	Q3TTI8	ENSMUSG00000079304
P43629	ENSG00000278079; ENSG00000167633; ENSG00000275786; ENSG00000275545; ENSG00000278368; ENSG00000274146; ENSG00000275659; ENSG00000276329; ENSG00000274948; ENSG00000276379; ENSG00000275486; ENSG00000273775; ENSG00000283731; ENSG00000275288; ENSG00000278856; ENSG00000276501; ENSG00000283954; ENSG00000283827; ENSG00000277272; ENSG00000283729; ENSG00000284093; ENSG00000274920; ENSG00000278427; ENSG00000276423; ENSG00000274036; ENSG00000277175; ENSG00000284589; ENSG00000275717; ENSG00000273518; ENSG00000284426; ENSG00000284177	Q673W2	ENSMUSG00000057439
Q9UPQ9	ENSG00000100354	Q8BKI2	ENSMUSG00000047888
Q13277	ENSG00000166900	Q64704	ENSMUSG00000041488
Q7RTU7	ENSG00000260428	Q64124	ENSMUSG00000034161
P52888	ENSG00000172009	Q8C1A5	ENSMUSG00000004929
O75880	ENSG00000133028	Q5SUC9	ENSMUSG00000069844
O14497	ENSG00000117713	A2BH40	ENSMUSG00000007880
O75487	ENSG00000076716	P51655	ENSMUSG00000031119
Q9Y608	ENSG00000093167	Q91WK0	ENSMUSG00000032497
P62256	ENSG00000186591	P62257	ENSMUSG00000039159
Q14500	ENSG00000184185	P52187	ENSMUSG00000042529
Q8NGE2	ENSG00000179615	Q7TRI6	ENSMUSG00000056853
Q96LT9	ENSG00000185946	Q3UZ01	ENSMUSG00000027981
Q9Y241	ENSG00000181061	Q9JLR9	ENSMUSG00000038412
Q9H1C4	ENSG00000110057	Q8VCW4	ENSMUSG00000036908
Q53S33	ENSG00000163170	Q8CEI1	ENSMUSG00000045160
Q8IWA0	ENSG00000115368	Q3U821	ENSMUSG00000025995
A6NFE3	ENSG00000185055	Q9D581	ENSMUSG00000020562
A6NCW7	ENSG00000236125	Q61068	ENSMUSG00000054568
Q5T5C0	ENSG00000164506	Q8K400	ENSMUSG00000019790
Q9UIL8	ENSG00000136147	B4XVP9	ENSMUSG00000091144
Q9P0W8	ENSG00000042317	Q80VP2	ENSMUSG00000021007
O00571	ENSG00000215301	Q62167	ENSMUSG00000000787
P23528	ENSG00000172757	P18760	ENSMUSG00000056201
Q14154	ENSG00000081791	Q9DCV6	ENSMUSG00000024442
Q9Y6K8	ENSG00000154027	Q920P5	ENSMUSG00000039058
Q6S5H4	ENSG00000230031; ENSG00000278522; ENSG00000233917; ENSG00000278699	A5H0M4	ENSMUSG00000063932
Q96M69	ENSG00000155530	Q9D5S7	ENSMUSG00000056215
A6PVS8	ENSG00000162620	Q14DL3	ENSMUSG00000028182
Q5TZF3	ENSG00000183831	Q810N6	ENSMUSG00000044835
Q07325	ENSG00000138755	P18340	ENSMUSG00000029417
O95249	ENSG00000108587	O88630	ENSMUSG00000010392
Q92537	ENSG00000100647	Q8BGE4	ENSMUSG00000021133
Q9BZH6	ENSG00000120008	Q8K1X1	ENSMUSG00000042055
Q8N5H7	ENSG00000095370	Q9QZS8	ENSMUSG00000059013
Q96NZ8	ENSG00000127578	Q8R0S6	ENSMUSG00000071192
Q8N1Q8	ENSG00000196407	Q9CQJ0	ENSMUSG00000028148
Q13469	ENSG00000101096	Q60591	ENSMUSG00000027544
Q7Z388	ENSG00000156162	A2AJQ3	ENSMUSG00000045205
Q53GI3	ENSG00000160908	Q9Z1D9	ENSMUSG00000029627
Q7Z5U6	ENSG00000185798	Q9DB94	ENSMUSG00000022787
O95416	ENSG00000168875	Q04892	ENSMUSG00000053747
Q71UM5	ENSG00000185088	Q6ZWY3	ENSMUSG00000036781
Q15118	ENSG00000152256	Q8BFP9	ENSMUSG00000006494
Q5SWH9	ENSG00000159596	Q3KQJ0	ENSMUSG00000055900
P05015	ENSG00000147885	B1AYH8	ENSMUSG00000101252
Q11203	ENSG00000126091	P97325	ENSMUSG00000028538
Q9H3Z7	ENSG00000183260	Q80YU0	ENSMUSG00000055882
Q9UBP4	ENSG00000050165	Q9QUN9	ENSMUSG00000030772
A1A5B4	ENSG00000185101	P86044	ENSMUSG00000054662
P31995	ENSG00000143226; ENSG00000072694	P08101	ENSMUSG00000026656
Q8N1Q1	ENSG00000185015	Q9D6N1	ENSMUSG00000027555
Q9ULK0	ENSG00000182771	Q61627	ENSMUSG00000041078
P32298	ENSG00000125388	O70291	ENSMUSG00000052783
P58417	ENSG00000122584	Q61200	ENSMUSG00000046178
Q12799	ENSG00000203690	Q80W76	ENSMUSG00000071322
P18428	ENSG00000129988	Q61805	ENSMUSG00000016024
O43609	ENSG00000164056	Q9QXV9	ENSMUSG00000037211
Q9BZM3	ENSG00000180613	P31316	ENSMUSG00000035946
Q8TCE6	ENSG00000119979	Q9D8N2	ENSMUSG00000024993
P01562	ENSG00000197919; ENSG00000233816	Q80SU4	ENSMUSG00000063376
P54284	ENSG00000167535	P54285	ENSMUSG00000003352
P0DI81	ENSG00000196459	Q9CQP2	ENSMUSG00000007777; ENSMUSG00000079317
Q99871	ENSG00000213397	Q8BKT8	ENSMUSG00000031371
Q7Z6K4	ENSG00000198435	Q91ZA8	ENSMUSG00000078202
Q8N3K9	ENSG00000164309	Q70KF4	ENSMUSG00000047419
P54852	ENSG00000142227	O35912	ENSMUSG00000040212
Q8IWC1	ENSG00000129680	A2AEY4	ENSMUSG00000067878
